Titel	Werktitel	Verfasser	Verlag	Verlagsort	Erscheinungsjahr	Erscheinungstermin	ISBN	Auflage	Preis	Seiten	Maß	Begleitmaterial	Reihe	Fußnote	Parallele Ausgabe	Hochschulschriftenvermerk	Datenträger	Wochenverzeichnisnummer	DDC-Sachgruppe	Schlagworte	Vollständige DDC-Notation	Inhaltsverzeichnis	Inhaltstext	Links	Desiderat
Grimms Märchen und Sagen	-	von Jacob und Wilhelm Grimm ; mit Illustrationen von Otto Ubbelohde	Anaconda	München	2021	-	9783730610343; 3730610341	-	(Gewebe : EUR 18.00 (DE), EUR 18.00 (AT), CHF 25.27, CHF 25.90 (freier Preis))	1596 Seiten	20 cm, 827 g	-	Anaconda Weltliteratur Dünndruckausgaben	-	-	-	Band	22,A12; 21,N15	390; 830; B	Deutsch; Märchen	398.20943	https://d-nb.info/1230759123/04	http://deposit.dnb.de/cgi-bin/dokserv?id=0b7396bafbfa428f83cb10c596e6711a&prov=M&dok_var=1&dok_ext=htm	-	-
Der hingestreckte Sommer	-	Gisela von Wysocki	Suhrkamp	Berlin	2021	-	9783518430149; 3518430149	Erste Auflage	(Festeinband : circa EUR 24.00 (DE), circa EUR 24.70 (AT), circa CHF 34.50 (freier Preis))	252 Seiten	21 cm, 390 g	-	-	-	Erscheint auch als	-	Band	22,A12; 21,N14	830; B	-	-	https://d-nb.info/1230567496/04	http://deposit.dnb.de/cgi-bin/dokserv?id=b34936c27f234b1e99c5e23c6d885b87&prov=M&dok_var=1&dok_ext=htm	-	-
Eine redliche Lüge : Roman	-	Husch Josten	Berlin Verlag	Berlin; München	2021	-	9783827014405; 3827014409	-	(Festeinband : EUR 20.00 (DE), EUR 20.60 (AT), CHF 26.90 (freier Preis))	239 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N14	830; B	-	-	-	-	-	-
Historisch-kritische Ausgabe der Werke, Schriften und Briefe Uwe Johnsons : Zwei Ansichten	Zwei Ansichten	Uwe Johnson ; herausgegeben von Yvonne Dudzik, Katja Leuchtenberger und Greg Bond	Suhrkamp Verlag	Berlin	2021	-	9783518427057; 3518427059	Erste Auflage	(Festeinband : circa EUR 44.00 (DE), circa EUR 45.30 (AT), circa CHF 58.90 (freier Preis))	479 Seiten	22 cm	-	-	-	-	-	Band	22,A12; 21,N14	830; B	-	-	https://d-nb.info/1230564829/04	http://deposit.dnb.de/cgi-bin/dokserv?id=3661d1b095e148bdbb76ba6152affbb2&prov=M&dok_var=1&dok_ext=htm	-	-
What love does	-	Tina Köpke	Romance Edition	Leoben, Austria	2021	-	9783903278806; 3903278807	-	(Broschur : EUR 12.99 (DE), EUR 13.40 (AT))	286 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N13	830; B	-	-	-	-	-	-
Testgebiet Hinterland : Schriften & Gesänge : OrgaNicEs	-	empfangen, aufgenommen, aufgeschrieben & herausgegeben Klaus Nicolai	MITROPA	Leipzig	2021	-	9783944960241; 3944960246	-	(Broschur : EUR 25.00 (DE), EUR 25.70 (AT))	89 Seiten	23 cm	1 CD	-	-	-	-	Band	22,A12; 21,N11	830; B; 780	-	-	https://d-nb.info/1229110941/04	-	-	-
Tavith : Wenn Sonne und Mond sich berühren	-	Philina Hain	Sternensand Verlag GmbH	Zürich	2021	-	9783038961833	1. Auflage	(Broschur)	606 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N10	830; B	-	-	https://d-nb.info/122864344X/04	-	-	-
De Kleist à Döblin : littérature, histoire, politique	-	Michel Vanoosthuyse	Peter Lang	Bruxelles; Berlin; Bern; Wien	2021	-	9782807616967; 2807616968	-	(Festeinband : EUR 55.95 (DE), EUR 57.20 (AT), CHF 65.00 (freier Preis))	393 Seiten	23 cm, 659 g	-	Convergences ; vol. 102	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N10	830	Deutsch; Literatur; Geschichte	830.9358	https://d-nb.info/1228452938/04	http://deposit.dnb.de/cgi-bin/dokserv?id=44e0717226824a57bbef25c763616dad&prov=M&dok_var=1&dok_ext=htm	-	-
Schnuffelstoff : Roman	-	Ulrike Gies ; mit einem Vorwort von Madjid Mohit	Sujet Verlag	Bremen	2021	-	9783962020651; 3962020659	1. Auflage	(Broschur : EUR 14.80 (DE), EUR 15.30 (AT), CHF 16.00 (freier Preis))	218 Seiten	19 cm	-	-	-	-	-	Band	22,A12; 21,N06	830; B	-	-	-	-	-	-
Winter blues - ein song für dich : Roman	-	Carolin Keck	Vajona	Oelsnitz	2021	-	9783948985165; 3948985162	-	(Broschur : EUR 14.90 (DE), EUR 15.40 (AT), CHF 14.75 (freier Preis))	358 Seiten	22 cm, 400 g	-	Seasons of music-Reihe ; 1	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N06	830; B	-	-	-	-	-	-
Elbury University-Reihe : A galaxy for us : Roman	-	Stefanie R. Carl	VAJONA Verlag	Oelsnitz	2021	-	9783948985158; 3948985154	-	(Broschur : EUR 14.90 (DE), EUR 15.40 (AT), CHF 14.75 (freier Preis))	474 Seiten	22 cm, 400 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N06	830; B	-	-	-	-	-	-
Divided : empires of light and shadow	-	Milea Lee	Vajona	Oelsnitz	2021	-	9783948985172; 3948985170	-	(Broschur : EUR 14.90 (DE), EUR 15.40 (AT), CHF 14.75 (freier Preis))	390 Seiten	22 cm, 400 g	-	-	-	-	-	Band	22,A12; 21,N06	830; B	-	-	-	-	-	-
Die Dinge daheim	-	Christoph Simon ; mit einem Nachwort von Christian de Simoni	edition taberna kritika	Bern	2021	-	9783905846614; 3905846616	-	(Broschur : EUR 13.00 (DE), EUR 13.00 (AT), CHF 15.00 (freier Preis))	76 Seiten	19 cm	-	-	-	-	-	Band	22,A12; 21,N06	830; B	-	-	-	-	-	-
Learn to love me : Roman	-	Vanessa Schöche	VAJONA	Oelsnitz	2021	-	9783948985097; 394898509X	-	(Broschur : EUR 14.90 (DE), EUR 15.40 (AT), CHF 14.75 (freier Preis))	445 Seiten	22 cm, 400 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N05	830; B	-	-	-	-	-	-
Continue : until we love again : Roman	-	Vera Schaub	Vajona	Oelsnitz	2021	-	9783948985134; 3948985138	-	(Broschur : EUR 14.90 (DE), EUR 15.40 (AT), CHF 14.75 (freier Preis))	417 Seiten	22 cm, 400 g	-	-	-	-	-	Band	22,A12; 21,N05	830; B	-	-	-	-	-	-
Imperial : Wildest dreams : Roman	-	Maddie Sage	VAJONA	Oelsnitz	2021	-	9783948985073; 3948985073	-	(Broschur : EUR 14.90 (DE), EUR 15.40 (AT), CHF 14.75 (freier Preis))	477 Seiten	22 cm, 400 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 21,N05	830; B	-	-	-	-	-	-
Zigeuner : Roman	-	Isabella Huser	bilgerverlag	Zürich	2021	-	9783037620939	1. Auflage	(Festeinband)	254 Seiten	19 cm	-	-	-	-	-	Band	22,A12; 21,N02	830; B	-	-	-	-	-	-
Wenn ich Dich wie ein Buch lese : Gedichte	-	Rajvinder Singh ; mit Fotografien von Björn Albert	KLAK	Berlin	2021	-	9783948156459; 394815645X	-	(Broschur : EUR 15.00 (DE), EUR 15.50 (AT))	78 Seiten	21 cm	-	-	-	-	-	Band	22,A12; 20,N52	830; B	-	-	https://d-nb.info/1223641554/04	-	-	-
Man lebt von einem Tag zum andern : Briefe 1935-1948	-	Irmgard Keun ; in Verbindung mit der Akademie der Künste herausgegeben von Michael Bienert	Quintus	Berlin	2021	-	9783969820001; 3969820006	1. Auflage	(Festeinband : circa EUR 22.00 (DE), circa EUR 22.60 (AT))	176 Seiten	21 cm	-	-	-	-	-	Band	22,A12; 21,N01	830	Keun, Irmgard	833.912	https://d-nb.info/1224052838/04	-	-	-
Ghosting : Roman	-	Sebastian Ingenhoff	Ventil Verlag	Mainz	2021	-	9783955751449; 3955751449	1. Auflage	(Festeinband : EUR 18.00 (DE), EUR 18.50 (AT), CHF 26.00 (freier Preis))	216 Seiten	20 cm	-	-	-	-	-	Band	22,A12; 21,N01	830; B	-	-	-	-	-	-
Narbenherz : Thriller	Mercedes-snittet	Anne Mette Hancock ; aus dem Dänischen von Friederike Buchinger	FISCHER Scherz	Frankfurt am Main	2021	-	9783651000940; 365100094X	-	(Broschur : EUR 15.00 (DE), EUR 15.50 (AT))	383 Seiten	22 cm, 419 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 20,N51	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=fb8c2ffc523e462ca26921c587b32fa7&prov=M&dok_var=1&dok_ext=htm	-	-
Die Bergwerke zu Falun	Die Bergwerke zu FalunDer Artushof	-	Reclam	Ditzingen; Stuttgart	2021	-	9783150140789; 3150140781	-	(Broschur : EUR 3.60 (DE), EUR 3.70 (AT))	101 Seiten	15 cm	-	Reclams Universal-Bibliothek ; Nr. 14078	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 20,N50	830; B	-	-	https://d-nb.info/1222540835/04	http://deposit.dnb.de/cgi-bin/dokserv?id=8c1ce4267aeb41d8a0e45a3ed2f8d0bf&prov=M&dok_var=1&dok_ext=htm	-	-
Der Fall Wagner : ein etwas anderer Mütze-Krimi	-	Johannes Wilkes	ars vivendi	Cadolzburg	2021	-	9783747202319; 3747202314	Originalausgabe, 1. Auflage	(Broschur : EUR 14.00 (DE), EUR 14.90 (AT))	191 Seiten	21 cm	-	Ars vivendi Krimi X	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 20,N46	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=65095d5bd6d540e08d36cbfc76bc7115&prov=M&dok_var=1&dok_ext=htm	-	-
April & Storm : Weiter als der Ozean : Roman	-	Karen Ashley	Lübbe	Köln	2021	-	9783404184583; 3404184580	Originalausgabe	(Broschur : EUR 12.90 (DE), EUR 13.30 (AT), CHF 16.90 (freier Preis))	380 Seiten	22 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 20,N45	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=678138a5c50b4232abd713c97a1dd41e&prov=M&dok_var=1&dok_ext=htm	-	-
Ulrich von Hutten und Rom : deutsche Humanisten in der ewigen Stadt am Vorabend der Reformation : Akten des in Kooperation mit dem Deutschen Historischen Institut in Rom am 9. und 10. November 2017 veranstalteten Symposions im Deutschen Historischen Institut in Rom	-	herausgegeben von Tobias Daniels, Franz Fuchs und Andreas Rehberg	Harrassowitz Verlag	Wiesbaden	2021	-	9783447115148; 3447115149	-	(Broschur : circa EUR 45.00 (DE), EUR 36.00 (DE) (Sonderpreis), circa EUR 46.30 (AT))	204 Seiten	23 cm, 375 g	-	Pirckheimer-Jahrbuch für Renaissance- und Humanismusforschung ; Band 33	-	-	-	Band	22,A12; 20,N38	940; 830; 850	Hutten, Ulrich von; Deutsch; Italienisch; Literatur; Humanismus; Rom	945.63206; 830.93245632; 850.93245632	https://d-nb.info/1217541519/04	-	-	-
Milenas Versprechen : Roman	-	Daniel Levin	Elster & Salis AG	Zürich	2021	-	9783039300020; 3039300024	1. Auflage	(Festeinband : EUR 24.00 (DE), EUR 24.70 (AT), CHF 32.00 (freier Preis))	292 Seiten	20 cm, 400 g	-	-	-	-	-	Band	22,A12; 20,N23	830; B	-	-	-	-	-	-
Neon pink & blue : Roman	-	X Schneeberger	verlag die brotsuppe	Biel/Bienne	2021	-	9783038670278; 3038670278	[2. Auflage]	(Festeinband : circa EUR 33.00 (DE), circa EUR 34.00 (AT), CHF 35.00 (freier Preis))	267 Seiten	20 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 20,N07	830; B	-	-	-	-	-	-
Die kleinen Leute gehen ins Kino : Roman	-	Morticia Zschiesche	Ventil Verlag	Mainz	2021	-	9783955751296; 3955751295	1. Auflage	(Broschur : circa EUR 15.00 (DE), circa EUR 15.50 (AT), circa CHF 21.50 (freier Preis))	218 Seiten	19 cm	-	-	-	-	-	Band	22,A12; 20,N01	830; B	-	-	-	-	-	-
Andrew im Wunderland	-	Fanny Bechert	Sternensand Verlag GmbH	Zürich	2020	-	-	-	-	-	21 cm	-	-	-	-	-	Band	22,A12	830; B	-	-	-	-	-	-
Tavith : Fantasy	-	Philina Hain	Sternensand Verlag GmbH	Zürich	2020	-	-	-	-	7 Bände	21 cm	-	-	-	-	-	Band	22,A12	830; B	-	-	-	-	-	-
Kreuz, Ölzweig, Stern : über einen Grabstein	-	Hermann Eimüller	Drachenpresse	Augsburg	2020	-	-	-	-	15 Seiten	19 cm	-	-	-	-	-	Band	22,A12	943; B; 830	-	-	-	-	-	-
Sammlung	-	-	Das Fröhliche Wohnzimmer	Wien	2020	-	-	-	-	85 Seiten	21 cm	-	-	Auf dem Buchrücken: geöffnet - Sammlung - geschlossen	-	-	Band	22,A12	830; B	-	-	https://d-nb.info/1240277997/04	-	-	-
100 let germanistike na Slovenskem	-	Urška Valenčič Arh, Irena Samide (ur.)	Znanstvena založba Filozofske fakultete	Ljubljana	2020	-	9789610603351	Prva izdaja	(Festeinband)	313 Seiten	25 cm	-	Zbirka Historia facultatis	-	-	-	Band	22,A12	430; 830; 370	Univerza v Ljubljani; Germanistik	430.7114973	https://d-nb.info/1237378982/04	-	-	-
Caspar und Catharina : eine Revaler Liebe in Briefen des 17. Jahrhunderts	-	Martin Klöker	LIT	Berlin; Münster	2020	-	9783643145888	-	(Festeinband)	352 Seiten	24 cm	-	Baltische literarische Kultur ; Band 2	-	-	-	Band	22,A12	340; 300; 830	Meyer genannt von Rosenstock, Caspar; Liebesbeziehung; Ehemann; Alleinstehende Frau; Brief; Gelegenheitsdichtung	340.092; 836.5	https://d-nb.info/1232679917/04	-	-	-
Izpovedi bleferja Felixa Krulla : memoari, prvi del	Bekenntnisse des Hochstaplers Felix Krull	Thomas Mann ; prevedla Mojca Kranjc ; spremna beseda Amalija Maček	Beletrina	Ljubljana	2020	-	9789612848781	-	(Gewebe : EUR 39.00)	419 Seiten	21 cm	-	Knjižna zbirka Klasična Beletrina	Lizenz des Verlag S. Fischer, Frankfurt am Main	-	-	Band	22,A12	830; B	Hochstapler	-	https://d-nb.info/1231030739/04	-	-	-
Nebesnaja muzyka	Träumereien an französischen Kaminen	Richard fon Folʹkman ; perevod s nemeckogo Vladimir Fricler	Alavastr	[Moskva]	2020	-	9785950047053	-	(Festeinband)	218 Seiten	22 cm	-	-	-	-	-	Band	22,A12	830; B	-	-	https://d-nb.info/1226119891/04	-	-	-
Die Brustschwimmerin sich aber nicht in Sie	-	Hörspiele von Dan Richter	Reptiphon	Berlin	2020	-	-	-	-	1 CD	-	-	-	-	-	-	Audiodisk	22,A12	830; B	-	-	-	-	-	-
De smaak van wilde peren	Alte Sorten	Ewald Arenz ; vertaald uit het Duits door Marcel Misset	Nieuw Amsterdam	Amsterdam	2020	-	9789046826522; 904682652X	-	(Festeinband : EUR 21.99)	253 Seiten	21 cm	-	-	Lizenz des Verlag DuMont, Köln; Första nederländska upplaga 2020	-	-	Band	22,A12	830; B	-	-	-	-	-	-
Les amis de Bernhard : roman	Freunde um Bernhard	Anne-Marie Schwarzenbach ; traduit de l'allemand par Nicole Le Bris et Dominique Laure Miermont	Libretto	[Paris]	2020	-	9782369145561; 2369145560	-	(Broschur)	171 Seiten	18 cm	-	Libretto ; 673	-	-	-	Band	22,A12	830; B	-	-	-	-	-	-
Die Erpresser : Heiligabend in den Bergen	-	Horst Pomplun	VTP-Verlag Berlin	Berlin	2020	-	9783947226115; 394722611X	-	(Broschur : EUR 10.90 (DE), EUR 11.30 (AT))	296 Seiten	21 cm, 460 g	-	-	Zielgruppe - ab 12	-	-	Band	22,A12; 21,N30	830; B	-	-	https://d-nb.info/1237575281/04	-	-	-
Die außergewöhnliche Reise durch Raum und Zeit von Jules Verne "Im Jahre 2889" seit 1860 und ihr Nullpunkt mit Kurd Laßwitz und Albert Robida	-	Detlef Münch	synergenVerlag	Dortmund	2020	-	9783946366492; 394636649X	-	(Broschur : EUR 29.80 (DE), EUR 30.70 (AT))	256 Seiten	20 cm, 350 g	-	Deutsche Zukunftsvisionen vor 100 Jahren ; Band 49	-	-	-	Band	22,A12; 21,N22	830; 840	Laßwitz, Kurd; Verne, Jules; Science-Fiction-Literatur	833.8	https://d-nb.info/1234259176/04	-	-	-
Geisterwald-Katalog : Grenzbereiche der Phantastik : Atomkraft, Katastrophen und phantastische Krimis	-	-	König	Berlin	2020	-	9783982144740; 3982144744	-	(Festeinband : EUR 38.90 (DE), EUR 39.90 (AT), CHF 64.50 (freier Preis))	506 Seiten	22 cm, 650 g	-	-	-	-	-	Band	22,A12; 21,N03	010; 830; 800	-	-	https://d-nb.info/1225210046/04	-	-	-
Weihnachtsstern & Winterglitzern : Anthologie	-	C. M. Spoerri (Hrsg.), B.E. Pfeiffer, Carolin Emrich [und weitere]	Sternensand Verlag GmbH	Zürich	2020	-	9783038961659	1. Auflage	(Broschur)	366 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 20,N43	830; B	-	-	https://d-nb.info/121945866X/04	-	-	-
Ein neuer Morgen in Laguna Beach : Roman	-	Emily Bold	Montlake	Luxembourg	2020	-	9782496704259; 2496704259	Deutsche Erstveröffentlichung	(Broschur : circa EUR 9.81 (DE))	367 Seiten	19 cm, 435 g	-	-	-	-	-	Band	22,A12; 20,N41	830; B	-	-	-	-	-	-
Die Weltportale	-	-	Sternensand Verlag	Watt	2020	-	9783038961529; 3038961523	1. Auflage	(Broschur : EUR 16.90 (DE), EUR 16.90 (AT), CHF 18.90 (freier Preis))	492 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 20,N40	830; B	-	-	-	-	-	-
Die Atlantis-Botschaft : historischer Fantasy-Roman	-	Harald Braem	Elvea Bücher & eBooks	Chemnitz	2020	-	9783946751946; 3946751946	-	(Broschur : EUR 14.99 (DE), EUR 15.50 (AT))	301 Seiten	20 cm, 330 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 20,N36	830; B	-	-	-	-	-	-
Finde mich, wo der Regenbogen endet : Roman	-	Elli C. Carlson	Montlake	Luxembourg	2020	-	9782496704273; 2496704275	Deutsche Erstveröffentlichung	(Broschur : circa EUR 9.81 (DE))	315 Seiten	19 cm, 200 g	-	-	-	-	-	Band	22,A12; 20,N33	830; B	-	-	-	-	-	-
Weil du mich riefst : Roman	-	Emma Wagner	Tinte & Feder	Luxembourg	2020	-	9782919809318; 2919809318	Deutsche Erstveröffentlichung	(Broschur : circa EUR 9.81 (DE))	471 Seiten	19 cm, 350 g	-	-	-	-	-	Band	22,A12; 20,N31	830; B	-	-	-	-	-	-
Das Meer unserer Herzen : Roman	-	Rosie M. Clark	Tinte & Feder	Luxembourg	2020	-	9782496704440; 2496704445	Deutsche Erstveröffentlichung	(Broschur : circa EUR 9.81 (DE))	284 Seiten	19 cm, 349 g	-	-	-	-	-	Band	22,A12; 20,N31	830; B	-	-	-	-	-	-
Emilies Erbe : Roman	-	Bianca Elliott	Tinte & Feder	Luxembourg	2020	-	9782496702897	-	(Broschur)	408 Seiten	19 cm, 485 g	-	Gestüt Sommerroth	-	-	-	Band	22,A12; 20,N31	830; B	-	-	-	-	-	-
Andrew im Wunderland : Ludens City : Urban Fantasy	-	Fanny Bechert	Sternensand Verlag GmbH	Zürich	2020	-	9783038961444	1. Auflage	(Broschur)	346 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 20,N28	830; B	-	-	https://d-nb.info/1212874048/04	-	-	-
Inselleben : Roman	-	Jette Hansen	Montlake	Luxembourg	2020	-	9782496705140	Deutsche Erstveröffentlichung	(Broschur)	313 Seiten	19 cm, 340 g	-	-	-	-	-	Band	22,A12; 20,N27	830; B	-	-	-	-	-	-
Spiegelinsel : Roman	-	Margot S. Baumann	Tinte & Feder	Luxembourg	2020	-	9782496703511; 2496703511	Deutsche Erstveröffentlichung	(Broschur : circa EUR 9.99 (DE))	359 Seiten	19 cm, 270 g	-	-	-	-	-	Band	22,A12; 20,N27	830; B	-	-	-	-	-	-
Tavith : Wenn Himmel und Hölle sich lieben	-	Philina Hain	Sternensand Verlag GmbH	Zürich	2020	-	9783038961338	1. Auflage	(Broschur)	500 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 20,N27	830; B	-	-	https://d-nb.info/1212377761/04	-	-	-
Hill House - der Wind in den Lilien : Roman	-	Annis Bell	Tinte & Feder	Luxembourg	2020	-	9782919806706; 291980670X	Deutsche Erstveröffentlichung	(Broschur : circa EUR 9.99 (DE))	301 Seiten	19 cm, 367 g	-	-	-	-	-	Band	22,A12; 20,N22	830; B	-	-	-	-	-	-
Blüten der Hoffnung : Roman	-	Rosie M. Clark	Tinte & Feder	Luxembourg	2020	-	9782496703429; 2496703422	Deutsche Erstveröffentlichung	(Broschur : circa EUR 9.99 (DE))	281 Seiten	19 cm, 345 g	-	-	-	-	-	Band	22,A12; 20,N20	830; B	-	-	-	-	-	-
Inseljahre : Roman	-	Jette Hansen	Montlake	Luxembourg	2020	-	9782496705126	-	(Broschur)	252 Seiten	19 cm, 260 g	-	-	-	-	-	Band	22,A12; 20,N20	830; B	-	-	-	-	-	-
Tage des Aufbruchs : Roman	-	Karin Seemayer	Tinte & Feder	Luxembourg	2020	-	9782496704068; 2496704062	Deutsche Erstveröffentlichung	(Broschur : EUR 9.99 (DE), EUR 7.99 (DE) (Subskriptionspreis bis 10.08.2020))	439 Seiten	19 cm, 522 g	-	-	-	-	-	Band	22,A12; 20,N20	830; B	-	-	-	-	-	-
Das Haus an der Grand Avenue	-	Joy Renner	Tinte & Feder	Luxembourg	2020	-	9782496704044; 2496704046	Deutsche Erstveröffentlichung	(Broschur : circa EUR 9.99 (DE))	297 Seiten	19 cm, 363 g	-	-	-	-	-	Band	22,A12; 20,N20	830; B	-	-	-	-	-	-
Ich wette, du verliebst mich nicht : erotischer Liebesroman	-	B.E. Pfeiffer & Fanny Bechert	Sternensand	Zürich	2020	-	9783038961369	1. Auflage	(Broschur)	284 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A12; 20,N18	830; B	-	-	-	-	-	-
Bündnis der Herzen : Roman	-	Sibel Daniel	Tinte & Feder	Luxembourg	2020	-	9782496704556; 2496704550	Deutsche Erstveröffentlichung	(Broschur : circa EUR 9.99 (DE))	439 Seiten	19 cm, 517 g	-	-	-	-	-	Band	22,A12; 20,N15	830; B	-	-	-	-	-	-
Inseltage : Roman	-	Jette Hansen	Montlake	Luxembourg	2020	-	9782496704877	-	(Broschur)	282 Seiten	19 cm, 210 g	-	-	-	-	-	Band	22,A12; 20,N12	830; B	-	-	-	-	-	-
Das Korallenhaus : Roman	-	Mina Baites schreibt als Anna Levin	Tinte & Feder	Luxembourg	2020	-	9782496703757; 2496703759	-	(Broschur : circa EUR 9.99 (DE))	351 Seiten	19 cm, 431 g	-	-	-	-	-	Band	22,A12; 20,N11	830; B	Meeresbiologin; Finden; Tagebuch; Liebesgeschichte; Forschung; Korallen; Gefahr; Arbeitsgruppe; Verlieben; Kollege	-	-	-	-	-
Ein neuer Himmel : Roman	-	Margit Steinborn	Tinte & Feder	Luxembourg	2020	-	9782496704358; 2496704356	Deutsche Erstveröffentlichung	(Broschur : EUR 9.99 (DE), EUR 7.99 (DE) (Subskriptionspreis bis 14.07.2020))	462 Seiten	19 cm, 340 g	-	-	-	-	-	Band	22,A12; 20,N11	830; B	-	-	-	-	-	-
Im Schatten des Flammenbaums : Roman	-	Mina Baites schreibt als Anna Levin	Tinte & Feder	Luxembourg	2020	-	9782496703801; 2496703805	-	(Broschur : circa EUR 9.99 (DE))	303 Seiten	19 cm, 381 g	-	-	-	-	-	Band	22,A12; 20,N11	830; B	-	-	-	-	-	-
Emily & David - wo mein Herz auf dich wartet : Roman	-	Mia Cooper	Montlake	Luxembourg	2020	-	9782496703696	Deutsche Erstveröffentlichung	(Broschur)	288 Seiten	19 cm, 354 g	-	-	-	-	-	Band	22,A12; 20,N06	830; B	-	-	-	-	-	-
Wo Wellen niemals enden	-	Heike Fröhling	Tinte & Feder	Luxembourg	2020	-	9782496703481; 2496703481	Deutsceh Erstveröffentlichung	(Broschur : circa EUR 9.99 (DE))	223 Seiten	19 cm, 286 g	-	-	-	-	-	Band	22,A12; 20,N04	830; B	-	-	-	-	-	-
Der mutige Weg : Roman	-	Ellin Carsta	Tinte & Feder	Luxembourg	2020	-	9782496702316	Deutsche Erstveröffentlichung	(Broschur)	290 Seiten	19 cm, 220 g	-	Die Hansen-Saga	-	-	-	Band	22,A12; 19,N44	830; B	-	-	-	-	-	-
La guerre des nains	Der Krieg der Zwerge	Markus Heitz ; traduit de l'allemand par Joël Falcoz	Bragelonne	Paris	2019	-	-	-	-	2 Bände	18 cm	-	-	-	-	-	Band	22,A12	830; B	-	-	-	-	-	-
Rakkaus tositilanteessa : romaani	Die Liebe im Ernstfall	Daniela Krien ; suomentanut Olli Sarrivaara	LURRA Editions	Helsinki	2019	-	9789527380284	-	(Festeinband)	408 Seiten	20 cm	-	-	-	-	-	Band	22,A12	830; B	-	-	-	-	-	-
Sehnsucht nach dem Meer : Gedichte	-	Reinhard Fürll	Mondfrau-Verlag Christiana Güldner	Dresden	2019	-	9783981853049	-	(Broschur)	34 Seiten	21 cm	-	-	-	-	-	Band	22,A12	830; B	-	-	-	-	-	-
Gott lacht nicht : Roman	Gott lacht nicht	Bernd Behrendt	Verlagsworkshop Autorenquelle Limburg	Brechen	2019	-	9783981996647	4. Auflage	(Broschur : EUR 13.00 (DE), EUR 13.40 (AT)	448 Seiten	21 cm	-	-	-	-	-	Band	22,A12	830; B	-	-	https://d-nb.info/1237423422/04	-	-	-
Nekaj ljudi išče srečo in crkne od smeha : roman	Ein paar Leute suchen das Glück und lachen sich tot	Sibylle Berg ; prevedla Urška Brodar	Sophia	Ljubljana	2019	-	9789617003383	1. izdaja, 1. natis	(Broschur)	171 Seiten	22 cm	-	-	-	-	-	Band	22,A12	830; B	-	-	https://d-nb.info/1234460793/04	-	-	-
Der Rotfuchs : Roman	-	Hans Ludwig	Inter Book MEC	London	2019	-	9783939096078	-	(Broschur)	338 Seiten	21 cm	-	-	-	-	-	Band	22,A12	830; B	-	-	-	-	-	-
La guerre des nains	-	-	Bragelonne	Paris	2019	-	9791028106942	-	(Broschur : EUR 7.00)	471 Seiten	18 cm	-	-	-	-	-	Band	22,A12	830; B	-	-	-	-	-	-
El tratamiento de la enfermedad y de la salud como paradigma en la novela española y alemana moderna : Pío Baroja y Thomas Mann	-	Carlos Sánchez Lozano	Editorial Verbum	Madrid	2019	-	9788490749630; 8490749639	-	(Broschur : EUR 27.95)	773 Seiten	20 cm	-	Verbum menor	-	-	-	Band	22,A12	830; 860	Mann, Thomas; Baroja, Pío; Krankheit	833.912	https://d-nb.info/1198255455/04	-	-	-
Die heimliche Heilerin und der Erzbischof : historischer Roman	-	Ellin Carsta	Tinte & Feder	Luxembourg	2019	-	9782919808281; 2919808281	Deutsche Erstveröffentlichung	(Broschur : circa EUR 9.99 (DE))	276 Seiten	19 cm, 160 g	-	-	-	-	-	Band	22,A12; 19,N09	830; B	-	-	-	-	-	-
