Titel	Werktitel	Verfasser	Verlag	Verlagsort	Erscheinungsjahr	Erscheinungstermin	ISBN	Auflage	Preis	Seiten	Maß	Begleitmaterial	Reihe	Fußnote	Parallele Ausgabe	Hochschulschriftenvermerk	Datenträger	Wochenverzeichnisnummer	DDC-Sachgruppe	Schlagworte	Vollständige DDC-Notation	Inhaltsverzeichnis	Inhaltstext	Links	Desiderat
Amicus curiae und Dritte nach BVerfGG : Stellungnahmen Dritter vor dem U.S. Supreme Court und vor dem Bundesverfassungsgericht	-	Thomas Gawron	Verlag für Verwaltungswissenschaft	Frankfurt am Main	2021	-	9783949353055; 3949353054	-	(Broschur : EUR 22.90 (DE), EUR 23.60 (AT))	124 Seiten	21 cm	-	Berliner Schriften zur Rechts- und Verfassungspolitologie ; Band 12	-	-	-	Band	22,A13; 21,N32	340	Deutschland; USA; Verfassungsstreitigkeit; Sachverständiger; Dritter; Amicus Curiae; Rechtsvergleich; Geschäftsordnung	342.4300269; 342.7300269	https://d-nb.info/1238094465/04	-	-	-
Zusatzstoffe und Enzyme	-	M. Weck/S. Schigulski/K. Matthes	Behr's Verlag	Hamburg	2021	-	9783954688029; 3954688026	3. vollständig überarbeitete Auflage	(Broschur : EUR 52.97 (DE), EUR 54.50 (AT))	XV, 128 Seiten	21 cm	-	-	-	-	-	Band	22,A13; 21,N31	340	Zusatzstoff; Lebensmittelrecht	344.4304232	https://d-nb.info/1237987296/04	-	-	-
Die Gewalt des Rechts : Analyse und Kritik nach Benjamin und Menke	-	Christian Kalthöner	Nomos	Baden-Baden	2021	-	9783848783809; 3848783800	1. Auflage	(Broschur : circa EUR 57.00 (DE))	217 Seiten	23 cm, 358 g	-	-	-	-	Dissertation; Friedrich-Schiller-Universität Jena2021	Band	22,A13; 21,N31	340; 100	Benjamin, Walter; Agamben, Giorgio; Derrida, Jacques; Menke, Christoph; Recht; Gewalt	340.1	https://d-nb.info/1237769159/04	http://deposit.dnb.de/cgi-bin/dokserv?id=ab17671e35404345b4b6559d81e19803&prov=M&dok_var=1&dok_ext=htm	-	-
Die tierschutzrechtliche Verbandsklage : zur Ausgestaltung eines Klagerechts zugunsten von Tierschutzvereinigungen durch Landesgesetz	-	Alice Fertig	Nomos	Baden-Baden	2021	-	9783848781935; 384878193X	1. Auflage	(Broschur : circa EUR 59.00 (DE))	229 Seiten	23 cm, 343 g	-	Das Recht der Tiere und der Landwirtschaft ; Band 11	-	Erscheint auch als: Online-Ausgabe	Dissertation; Universität Regensburg2020	Band	22,A13; 21,N31	340	Landesrecht; Tierschutzrecht; Verbandsklage; Verwaltungsstreitverfahren	346.4304695416	https://d-nb.info/1237765390/04	http://deposit.dnb.de/cgi-bin/dokserv?id=50545453873a4dacb447f89db9825223&prov=M&dok_var=1&dok_ext=htm	-	-
Handbuch zum Waffenrecht für Jäger : Einführung in das Waffengesetz und das Beschussgesetz	-	André Busche	Juristischer Fachverlag Busche	Kiel	2021	-	9783963940507; 3963940506	8. Auflage	(Broschur : EUR 12.90 (DE), EUR 13.30 (AT))	140 Seiten	21 cm	-	-	-	-	-	Band	22,A13; 21,N31	340	Waffenrecht; Jäger	344.430533	https://d-nb.info/1237764491/04	-	-	-
Baurecht Nordrhein-Westfalen	-	von Dr. Daniela Schroeder, LL. M., Rechtsanwältin, Fachanwältin für Verwaltungsrecht, AnwaltMediatorin (DAA), Wirtschaftsmediatorin (CfM)	C.F. Müller	Heidelberg	2021	-	9783811487444; 3811487442	5., neu bearbeitete Auflage	(Broschur : circa EUR 20.00 (DE), circa EUR 20.60 (AT))	XV, 171 Seiten	27 cm, 417 g	-	JURIQ-Erfolgstraining. Öffentliches Recht; Jura auf den [Punkt] gebracht	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N30	340	Baurecht; Juristische Staatsprüfung; Prüfungsvorbereitung	343.435507869	https://d-nb.info/1237583667/04	http://deposit.dnb.de/cgi-bin/dokserv?id=9d78c690481643149d60cf4ab514fa4b&prov=M&dok_var=1&dok_ext=htm	-	-
Internationales Privatrecht zwischen Wertneutralität und Politik	-	Cedric Hornung	Mohr Siebeck	Tübingen	2021	-	9783161606748; 3161606744	-	EUR 74.00 (DE)	XXIII, 353 Seiten	24 cm, 577 g	-	Studien zum ausländischen und internationalen Privatrecht ; 472	-	Erscheint auch als: Online-Ausgabe	Dissertation; Westfälischen Wilhelms-Universität Münster2021	Band	22,A13; 21,N30	340	Europäische Union; Politik; Einflussnahme; Kollisionsrecht; Verweisung; Menschenrecht	340.9094; 340.90943	https://d-nb.info/1237511615/04	http://deposit.dnb.de/cgi-bin/dokserv?id=152c6240780e43ff879f349cea710feb&prov=M&dok_var=1&dok_ext=htm; http://deposit.dnb.de/cgi-bin/dokserv?id=152c6240780e43ff879f349cea710feb&prov=M&dok_var=2&dok_ext=htm	-	-
Fahrzeug-Zulassungsverordnung : (FZV)	Fahrzeug-ZulassungsverordnungStraßenverkehrs-Zulassungs-Ordnung	-	SV SAXONIA Verlag für Recht, Wirtschaft und Kultur GmbH	Dresden	2021	-	9783949409035; 3949409033	7. Auflage	(Broschur : EUR 19.90 (DE), EUR 20.50 (AT))	IV, 582 Seiten	21 cm, 750 g	-	-	-	-	-	Band	22,A13; 21,N30	340	Deutschland	343.4309440263	https://d-nb.info/1237509904/04	-	-	-
The practitioners' guide to applied comparative law and language : formerly known as Angloamerikanische Rechtssprache	Angloamerikanische Rechtssprache	von RA Prof. Franz J. Heidinger, LLM., Andrea Hubalek	C.H. Beck; LexisNexis	[München]; Wien	2021	-	-	-	-	-	24 cm	-	Translex	-	-	-	Band	22,A13	340	Angloamerikanisches Recht; Rechtssprache	340.57014	-	-	-	-
Die Anfechtung der Eröffnungsentscheidung nach Art. 5 EuInsVO	-	von Christian Kleindiek	RWS Verlag Kommunikationsforum GmbH & Co. KG	Köln	2021	-	9783814516615; 3814516613	-	(Broschur : circa EUR 72.00 (DE), circa EUR 74.10 (AT))	XXVIII, 288 Seiten	22 cm	-	Beiträge zum Insolvenzrecht ; 61	-	Erscheint auch als: Online-Ausgabe	Dissertation; Rheinische Friedrich-Wilhlems-Universität Bonn2020/2021	Band	22,A13; 21,N28	340	Europäische Union; Insolvenzeröffnung; Anfechtung	346.24078	https://d-nb.info/1236815963/04	-	-	-
Strafjustiz zwischen künstlicher Intelligenz und prädiktiven Algorithmen	-	Herausgeber Daniel Fink, Jörg Arnold, Joëlle Vuille, Niklaus Oberholzer	Helbing Lichtenhahn	Basel	2021	-	9783719044732; 3719044734	-	(Broschur : circa EUR 83.00 (DE), circa EUR 83.00 (AT), circa CHF 75.00 (freier Preis))	IX, 161 Seiten	23 cm, 280 g	-	Kriminologie ; Band 38	Tagungsband zur Jahrestagung 2020 der Schweizerischen Arbeitsgruppe für Kriminologie. - Vorwort	-	-	Band	22,A13; 21,N28	340	Strafgerichtsbarkeit; Künstliche Intelligenz; Algorithmus; Digitalisierung	345.01	https://d-nb.info/1236707591/04	http://deposit.dnb.de/cgi-bin/dokserv?id=efc0cb4a7f74480a857caebe04835162&prov=M&dok_var=1&dok_ext=htm	-	-
Basiswissen im Notariat	-	von Notarin Sonja Karl Pelikan, LL.M. (NYU), Waldsassen	Deutscher Notarverlag	Bonn	2021	-	9783956462214; 3956462211	2. Auflage	(Broschur : EUR 19.90 (DE), EUR 20.50 (AT))	150 Seiten	30 cm, 525 g	-	Ausbildungsreihe für Notarfachangestellte	-	-	-	Band	22,A13; 21,N28	S; 340	-	-	https://d-nb.info/1236705904/04	-	-	-
Kinder- und Jugendhilferecht : Lehr- und Praxisbuch	-	Christopher Schmidt	Beltz Juventa	Weinheim; Basel	2021	-	9783779923688; 3779923688	2., überarbeitete Auflage	(Broschur : circa EUR 17.95 (DE), circa EUR 18.50 (AT))	275 Seiten	23 cm, 447 g	-	Grundlagentexte Soziale Berufe	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N27	340; 360	Jugendhilferecht	344.430327	https://d-nb.info/1236155092/04	http://deposit.dnb.de/cgi-bin/dokserv?id=c4e0b90a11454667bf03d94a37e22f45&prov=M&dok_var=1&dok_ext=htm	-	-
Fehler im Verwaltungsverfahren	-	Prof. Dr. Friedhelm Hufen (Johannes Gutenberg-Universität Mainz), Prof. Dr. Thorsten Siegel (Freie Universität Berlin)	Nomos	Baden-Baden	2021	-	9783848771813; 3848771810	7. Auflage	(Festeinband : circa EUR 89.00 (DE))	449 Seiten	25 cm, 1073 g	-	-	-	-	-	Band	22,A13; 21,N26	340	Verwaltungsverfahren; Verfahrensfehler	342.43066	https://d-nb.info/1236035089/04	http://deposit.dnb.de/cgi-bin/dokserv?id=a7e074bb8ff24a389673a044fed72291&prov=M&dok_var=1&dok_ext=htm	-	-
Handkommentar zur Schweizerischen Zivilprozessordnung (ZPO) : Art. 1-408 ZPO	Handkommentar zur Schweizerischen Zivilprozessordnung (ZPO)	Herausgeber: Thomas Sutter-Somm, Benedikt Seiler	Schulthess	Zürich; Basel; Genf	2021	-	9783725571925; 3725571929	-	(Festeinband : CHF 239.00 (freier Preis))	XLVIII, 1721 Seiten	18 cm, 1240 g	-	-	-	-	-	Band	22,A13; 21,N26	340	Schweiz	347.494051	https://d-nb.info/1235929728/04	-	-	-
Moral als Bosheit : rechtsphilosophische Studien	-	Alexander Somek	Mohr Siebeck	Tübingen	2021	-	9783161608353; 3161608356	-	(Broschur : circa EUR 20.00 (DE))	VIII, 204 Seiten	19 cm, 194 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N25	340; 100	Moral; Recht; Rechtsphilosophie	340.1	https://d-nb.info/1235771369/04	http://deposit.dnb.de/cgi-bin/dokserv?id=d2bd1f286b0140e49c80475540d21f04&prov=M&dok_var=1&dok_ext=htm; http://deposit.dnb.de/cgi-bin/dokserv?id=d2bd1f286b0140e49c80475540d21f04&prov=M&dok_var=2&dok_ext=htm	-	-
Urbane Mobilität : politische Perspektiven und rechtlicher Rahmen	-	herausgegeben von Martin Kment und Matthias Rossi	Mohr Siebeck	Tübingen	2021	-	9783161602382; 3161602382	-	(Broschur : circa EUR 60.00 (DE))	VI, 132 Seiten	24 cm, 224 g	-	Schriften zum Infrastrukturrecht ; 24	"Beiträge zum 6. Deutschen Umwelt- und Infrastrukturrechtstag" (Vorwort)	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N25	340; 380	Stadtverkehr; Verkehrspolitik; Digitalisierung; Einzelhandel; Recht	343.430933	https://d-nb.info/1235771342/04	http://deposit.dnb.de/cgi-bin/dokserv?id=d0a957b63d2341f79ed4b19942e6fca7&prov=M&dok_var=1&dok_ext=htm; http://deposit.dnb.de/cgi-bin/dokserv?id=d0a957b63d2341f79ed4b19942e6fca7&prov=M&dok_var=2&dok_ext=htm	-	-
Grundrechtsunitarisierung durch Sekundärrecht : zur Reichweite des mitgliedstaatlichen Grundrechtsschutzes im Anwendungsbereich von Öffnungsklauseln am Beispiel des europäischen Datenschutzsekundärrechts	-	Aqilah Sandhu	Mohr Siebeck	Tübingen	2021	-	9783161608964; 3161608968	-	(Gewebe : circa EUR 105.00 (DE))	XXIV, 396 Seiten	24 cm, 767 g	-	Verfassungsentwicklung in Europa ; 17	-	Erscheint auch als: Online-Ausgabe	Dissertation; Universität Augsburg2020	Band	22,A13; 21,N25	340	Europäische Union; Datenschutz; Öffnungsklausel; Grundrechtsschutz; Rechtsvereinheitlichung	342.24085; 342.43085	https://d-nb.info/1235771237/04	http://deposit.dnb.de/cgi-bin/dokserv?id=c408e7bb0e434ef498b46a6712cf6859&prov=M&dok_var=1&dok_ext=htm; http://deposit.dnb.de/cgi-bin/dokserv?id=c408e7bb0e434ef498b46a6712cf6859&prov=M&dok_var=2&dok_ext=htm	-	-
Der Europäische Pass für Bankgeschäfte	-	Heinrich Nemeczek	Mohr Siebeck	Tübingen	2021	-	9783161595882; 3161595882	-	(Broschur : circa EUR 80.00 (DE))	XXI, 407 Seiten	24 cm, 642 g	-	Studien zum Regulierungsrecht ; 16	-	Erscheint auch als: Online-Ausgabe	Dissertation; Universität Basel2019	Band	22,A13; 21,N25	340	Europäische Union; Bankfiliale; Ausland; Erlaubnis; Bankenaufsicht	346.24082; 346.43082	https://d-nb.info/1235770834/04	http://deposit.dnb.de/cgi-bin/dokserv?id=9c16f7a6f3614483ba07c608920491c5&prov=M&dok_var=1&dok_ext=htm; http://deposit.dnb.de/cgi-bin/dokserv?id=9c16f7a6f3614483ba07c608920491c5&prov=M&dok_var=2&dok_ext=htm	-	-
Unkonventionelle Geldpolitik	-	Christoph Ohler	Mohr Siebeck	Tübingen	2021	-	9783161599484; 3161599489	-	(Broschur : circa EUR 20.00 (DE))	XXIII, 371 Seiten	19 cm, 342 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N25	340; 330	Europäische Union; Europäische Zentralbank; Geldpolitik; Gesamtwirtschaftliches Gleichgewicht	343.240326	https://d-nb.info/1235769895/04	http://deposit.dnb.de/cgi-bin/dokserv?id=424fea21700f48628b4b6be85427cac0&prov=M&dok_var=1&dok_ext=htm; http://deposit.dnb.de/cgi-bin/dokserv?id=424fea21700f48628b4b6be85427cac0&prov=M&dok_var=2&dok_ext=htm	-	-
Formale Verfassungslehre : Grundlegung einer allgemeinen Theorie über Recht und Verfassung	-	Björn Schiffbauer	Mohr Siebeck	Tübingen	2021	-	9783161608247; 3161608240	-	(Gewebe : circa EUR 130.00 (DE))	XXXI, 620 Seiten	24 cm, 982 g	-	Rechtstheorie ; 4	-	Erscheint auch als: Online-Ausgabe	Habilitationsschrift; Universität zu Köln2020	Band	22,A13; 21,N25	340	Europäische Union; Verfassungstheorie; Rechtstheorie	342.24001; 342.43001	https://d-nb.info/1235769887/04	http://deposit.dnb.de/cgi-bin/dokserv?id=3f4dbc50b9b147378a5effc9691c5e1c&prov=M&dok_var=1&dok_ext=htm; http://deposit.dnb.de/cgi-bin/dokserv?id=3f4dbc50b9b147378a5effc9691c5e1c&prov=M&dok_var=2&dok_ext=htm	-	-
Verbraucherschutz und Grundgesetz : das Verbraucherschutzrecht als verfassungsnotwendige Ausgestaltung der Vertragsrechtsordnung?	-	Christian Paul Starke	Mohr Siebeck	Tübingen	2021	-	9783161602689; 3161602684	-	(Gewebe : EUR 99.00 (DE))	XIV, 341 Seiten	24 cm, 378 g	-	Studien und Beiträge zum öffentlichen Recht ; Band 53	-	Erscheint auch als: Online-Ausgabe	Dissertation; Universität Siegen2020	Band	22,A13; 21,N25	340	Verbraucherschutz; Vertragsrecht; Grundrecht; Rechtstheorie	343.43071	https://d-nb.info/1235769607/04	http://deposit.dnb.de/cgi-bin/dokserv?id=272e6e879334459984c392a887fab663&prov=M&dok_var=1&dok_ext=htm; http://deposit.dnb.de/cgi-bin/dokserv?id=272e6e879334459984c392a887fab663&prov=M&dok_var=2&dok_ext=htm	-	-
Völkerrechtsordnung und Völkerrechtsbruch : Theorie und Praxis der Illegalität im ius contra bellum	-	Christian Marxsen	Mohr Siebeck	Tübingen	2021	-	9783161607585; 3161607589	-	(Gewebe : circa EUR 130.00 (DE))	XVIII, 577 Seiten	24 cm, 1025 g	-	Jus publicum ; Band 305	-	Erscheint auch als: Online-Ausgabe	Habilitationsschrift; Universität Heidelberg2020	Band	22,A13; 21,N25	340; 320	Friedensrecht; Ablehnung; Vereinte Nationen; Völkergewohnheitsrecht; Deutschland; Militärischer Einsatz; Ausland; Bindungswirkung; Verfassungsrecht; Rechtsschutz	341.73; 342.430412	https://d-nb.info/1235769453/04	http://deposit.dnb.de/cgi-bin/dokserv?id=1b247265796f4ed19fad7ef66cb490e9&prov=M&dok_var=1&dok_ext=htm; http://deposit.dnb.de/cgi-bin/dokserv?id=1b247265796f4ed19fad7ef66cb490e9&prov=M&dok_var=2&dok_ext=htm	-	-
100 Jahre Kirchenverfassung der Evangelischen Landeskirche in Württemberg	-	herausgegeben von Michael Droege in Verbindung mit Michael Frisch, Norbert Haag und Jürgen Kampmann	Mohr Siebeck	Tübingen	2021	-	9783161608780; 316160878X	-	(Broschur : circa EUR 70.00 (DE), circa EUR 72.00 (AT))	IX, 186 Seiten	24 cm, 314 g	-	Untersuchungen über Recht und Religion ; 1	"Die Beiträge dieses Bandes gehen auf eine Tagung anlässlich des Verfassungsjubiläums im Jahr 2020 zurück" (Vorwort, Grußwort anlässlich des Symposiums "100 Jahre Kirchenverfassung der Evangelischen Landeskirche in Württemberg" am 19.11.2020)	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N25	230; 340	Evangelische Landeskirche in Württemberg; Kirchenverfassung	262.984094347	https://d-nb.info/1235769445/04	http://deposit.dnb.de/cgi-bin/dokserv?id=192c686759b74c84a5eb8d17af91764c&prov=M&dok_var=1&dok_ext=htm; http://deposit.dnb.de/cgi-bin/dokserv?id=192c686759b74c84a5eb8d17af91764c&prov=M&dok_var=2&dok_ext=htm	-	-
Geschäftsgeheimnisschutz im Kartellschadensersatzprozess : die Offenlegung von Beweismitteln und der Schutz von Geschäftsgeheimnissen im Kartellschadensersatzrecht nach Umsetzung der Kartellschadensersatzrichtlinie	-	Lena Hornkohl	Mohr Siebeck	Tübingen	2021	-	9783161602481; 316160248X	-	(Broschur : circa EUR 90.00 (DE))	XXVIII, 348 Seiten	24 cm, 577 g	-	Beiträge zum Kartellrecht ; 14	-	Erscheint auch als: Online-Ausgabe	Dissertation; Ruprecht-Karls-Universität Heidelberg2020	Band	22,A13; 21,N25	340	Kartellverstoß; Schadensersatzanspruch; Durchsetzung; Beweismittel; Geschäftsgeheimnis; Geheimnisschutz; Europäische Union; Transformation	343.240721; 343.430721	https://d-nb.info/1235769348/04	http://deposit.dnb.de/cgi-bin/dokserv?id=12e41d7b42864ea8af9e5309a2a439fa&prov=M&dok_var=1&dok_ext=htm; http://deposit.dnb.de/cgi-bin/dokserv?id=12e41d7b42864ea8af9e5309a2a439fa&prov=M&dok_var=2&dok_ext=htm	-	-
Das Verbot der Kollektivausweisung nach Art. 4 Protokoll Nr. 4 EMRK : Diskriminierungs- und Willkürverbot im Ausweisungsrecht	-	Anselm Zölls	Mohr Siebeck	Tübingen	2021	-	9783161607110; 3161607112	-	(Broschur : circa EUR 80.00 (DE))	XXII, 299 Seiten	24 cm, 487 g	-	Jus internationale et Europaeum ; 177	-	Erscheint auch als: Online-Ausgabe	Dissertation; Friedrich-Alexander-Universität Erlangen-Nürnberg2020; Dissertation; Université de Bourgogne Franche-Comté2020	Band	22,A13; 21,N25	340	Europäische Menschenrechtskonvention; Ausweisung; Diskriminierungsverbot; Willkürverbot; Individualrechtsgut; Rechtsschutz	342.4083	https://d-nb.info/1235769283/04	http://deposit.dnb.de/cgi-bin/dokserv?id=0ca97b6e58f54ea28e33e38df51e7a3b&prov=M&dok_var=1&dok_ext=htm; http://deposit.dnb.de/cgi-bin/dokserv?id=0ca97b6e58f54ea28e33e38df51e7a3b&prov=M&dok_var=2&dok_ext=htm	-	-
Körperschaftsteuergesetz : Kommentar	Körperschaftsteuergesetz	herausgegeben von Prof. Dr. Jörg Manfred Mössner (Professor em. Universitäten Osnabrück/Paris-Sorbonne), Dr. Ingo Oellerich (Richter am FG Münster), Prof. Dr. Matthias Valta (Universität Düsseldorf) ; unter Mitarbeit von Dr. Julian Böhmer [und vielen weiteren]	NWB Verlag GmbH & Co. KG	Herne	2021	-	9783482643156; 3482643156	5. Auflage	(Festeinband : EUR 199.00 (DE), EUR 179.00 (DE), EUR 204.60 (AT), EUR 184.00 (AT))	XXV, 2320 Seiten	25 cm, 2548 g	-	NWB Kommentar	-	-	-	Band	22,A13; 21,N23	340; 330	Deutschland	343.4305267	https://d-nb.info/1234580756/04	http://deposit.dnb.de/cgi-bin/dokserv?id=e335b792b6ec4f4d8b6309c3bf40c64c&prov=M&dok_var=1&dok_ext=htm	-	-
Der Begriff des „Gefährders“ : dogmatische Einordnung, rechtliche Problemstellungen sowie Analyse gesetzlicher Umschreibungen	-	Henning R. Hoyer	Verlag für Polizeiwissenschaft, Prof. Dr. Clemens Lorei	Frankfurt	2021	-	9783866766945; 3866766947	-	(Broschur : EUR 32.90 (DE), EUR 33.90 (AT))	257 Seiten	21 cm	-	Schriftenreihe Polizei & Wissenschaft	-	-	Dissertation; Gottfried Wilhelm Leibniz Universität Hannover2021	Band	22,A13; 21,N22	340; 360	Politisches Delikt; Gefahrenabwehr; Prognoseentscheidung; Gefährlichkeit; Prävention	-	https://d-nb.info/1234331705/04	-	-	-
Kommentar zur Verschmelzung - Spaltung - Umwandlung : die gesellschaftlichen Bestimmungen (AktG, GmbHG, SpaltG und UmwG) einschließlich internationale Verschmelzung und Gesellschafterausschuss	Handkommentar zur Verschmelzung, Spaltung, Umwandlung	von Univ.-Prof. Dr. Susanne Kalss, LL. M. (Institut für Unternehmensrecht, Wirtschaftsuniversität Wien) ; Kommentierung des EU-Verschmelzungsgesetzes von Univ.-Prof. Dr. Georg Eckert (Institut für Unternehmensrecht, Wirtschaftsuniversität Wien)	MANZ'sche Verlags- und Universitätsbuchhandlung	Wien	2021	-	9783214050412; 3214050419	3. Auflage	(Festeinband : EUR 298.00 (DE), EUR 298.00 (AT))	XXXII, 1605 Seiten	25 cm, 1987 g	-	Kommentar	-	-	-	Band	22,A13; 21,N21	340	Gesellschaftsumwandlung	346.43606626	https://d-nb.info/1233799738/04	-	-	-
Das (neue) Provisionsabgabeverbot für Versicherungsvermittler – Konzept, Funktion und Grenzen	-	von Hendrik Scharff	VVW GmbH	Karlsruhe	2021	-	9783963293818; 3963293810	-	(Broschur : EUR 47.00 (DE), EUR 48.40 (AT))	275 Seiten	21 cm	-	Versicherungswissenschaft in Berlin ; Band 57	-	-	Dissertation; Freie Universität Berlin2021	Band	22,A13; 21,N21	340	Europäische Union; Versicherungsvermittler; Sondervergütung; Provision; Weitergabe; Verbot; Grundrecht; Rechtsschutz; Staatshaftung	346.24086; 346.43086	https://d-nb.info/1233702793/04	http://deposit.dnb.de/cgi-bin/dokserv?id=a41b2ce97aa04af58e145e9ba07505da&prov=M&dok_var=1&dok_ext=htm	-	-
Der Landrechtsentwurf von David Mevius : Mecklenburgisches Partikularrecht im 17. Jahrhundert : Einführung und Edition	-	Peter Oestmann	Böhlau Verlag	Wien; Köln	2021	-	9783412522674; 3412522678	-	(Festeinband : EUR 60.00 (DE), EUR 62.00 (AT))	501 Seiten	24 cm, 983 g	-	Einheit & Vielfalt im Recht ; Band 1	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N19	340; 943	Mevius, David	349.431709032	https://d-nb.info/1232938807/04	-	-	-
Handbuch Homeoffice	-	herausgegeben von Isabelle Wildhaber Prof. Dr. iur., LL.M	Dike	Zürich	2021	-	9783038913122; 303891312X	-	(Festeinband : circa EUR 134.00 (DE), circa EUR 134.00 (AT), circa CHF 128.00 (freier Preis))	XXIII, 215 Seiten	23 cm, 460 g	-	In Praxi	-	-	-	Band	22,A13; 21,N18	340	Telearbeit; Arbeitsrecht	344.494012568	https://d-nb.info/1232338052/04	-	-	-
Lamfalussy-Verfahren und Strafrecht	-	Annemarie Hoffmann	Tectum Verlag	Baden-Baden	2021	-	9783828846258; 3828846254	-	(Festeinband : circa EUR 84.00 (DE), circa EUR 86.40 (AT))	XIV, 369 Seiten	22 cm, 653 g	-	Wissenschaftliche Beiträge aus dem Tectum Verlag ; Band 149. [...], Reihe Rechtswissenschaften	-	Erscheint auch als: Online-Ausgabe	Dissertation; Bucerius Law School - Hochschule für Rechtswissenschaft2020	Band	22,A13; 21,N13	340	Insidergeschäft; Marktmanipulation; Strafbarkeit; Rechtssicherheit; Europäische Kommission; Rechtsetzung; Komitologie; Europäische Union	345.240268; 345.430268	https://d-nb.info/1229937579/04	http://deposit.dnb.de/cgi-bin/dokserv?id=7fc7028f5d694c23bb47a047daa9a602&prov=M&dok_var=1&dok_ext=htm	-	-
Rechtsphilosophie im Spiegel der Zeit : Beiträge zum Rechtsdenken Gustav Radbruchs (1878-1949)	-	Ulfrid Neumann ; herausgegeben und eingeleitet von Stanley L. Paulson	Mohr Siebeck	Tübingen	2021	-	9783161601583; 3161601580	-	(Gewebe : circa EUR 85.00 (DE))	VIII, 215 Seiten	24 cm, 479 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N10	340	Radbruch, Gustav; Naturrecht; Rechtspositivismus; Strafrechtsreform; Kelsen, Hans; Wissenschaftstheorie; Rechtswissenschaft; Sinzheimer, Hugo; Arbeitsfähigkeit; Rechtsgut; Strafrecht; Arbeitsrecht	340.09043	https://d-nb.info/1228361878/04	http://deposit.dnb.de/cgi-bin/dokserv?id=7cfddef18d804cc2bbbaaa1a402aca81&prov=M&dok_var=1&dok_ext=htm; http://deposit.dnb.de/cgi-bin/dokserv?id=7cfddef18d804cc2bbbaaa1a402aca81&prov=M&dok_var=2&dok_ext=htm	-	-
Die Kausalität als Merkmal der strafrechtlichen Tatbestände	-	Karl Engisch ; mit einem Geleitwort von Ingeborg Puppe	Mohr Siebeck	Tübingen	2021	-	9783161600708; 3161600703	Unveränderte Broschurausgabe, Nachdruck der Originalausgabe von 1931	(Broschur : circa EUR 30.00 (DE))	29, 87 Seiten	23 cm, 190 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N10	340	Kausalität; Strafrecht	345.4304	https://d-nb.info/1228359997/04	http://deposit.dnb.de/cgi-bin/dokserv?id=129510b5824c464b8006781c2be5b27d&prov=M&dok_var=1&dok_ext=htm; http://deposit.dnb.de/cgi-bin/dokserv?id=129510b5824c464b8006781c2be5b27d&prov=M&dok_var=2&dok_ext=htm	-	-
Verfassungsablösung : zu Theorie und Praxis der verfassungsablösenden Gewalt nach Artikel 146 Grundgesetz	-	Friederike Eggert	Nomos	Baden-Baden	2021	-	9783848777969; 3848777967	1. Auflage	(Broschur : circa EUR 75.00 (DE))	297 Seiten	23 cm, 442 g	-	Studien zu Staat, Recht und Verwaltung ; Band 33	-	Erscheint auch als: Online-Ausgabe	Dissertation; Universität Frankfurt am Main2020	Band	22,A13; 21,N07	340; 320	Deutschland; Verfassunggebung; Verfassungsreform; Konstitutionalismus; Bundesstaaten; Rechtsprechung; Rechtsvergleich	342.4303; 342.7303; 342.86103	https://d-nb.info/1227157800/04	http://deposit.dnb.de/cgi-bin/dokserv?id=0c9afaf2197d4089b1b285a2e24b3dca&prov=M&dok_var=1&dok_ext=htm	-	-
Verfassungsrechtliche Determination von Informations-und Auskunftsansprüchen der Medien in der Informationsgesellschaft	-	Marcel Wölfle	Nomos	Baden-Baden	2021	-	9783848778218; 3848778211	1. Auflage	(Broschur : circa EUR 90.00 (DE))	306 Seiten	23 cm, 448 g	-	Hamburger Schriften zum Medien-, Urheber- und Telekommunikationsrecht ; Band 17	-	Erscheint auch als: Online-Ausgabe	Dissertation; Goethe-Universität Frankfurt am Main2020	Band	22,A13; 21,N07	340; 070	Presse; Elektronische Publikation; Auskunftsanspruch; Behörde; Informationsfreiheit; Pressefreiheit	342.430853	https://d-nb.info/1226874444/04	http://deposit.dnb.de/cgi-bin/dokserv?id=1e5a4c055c374e308c5b8543dc4084e4&prov=M&dok_var=1&dok_ext=htm	-	-
Is the use of outer space according to the Outer Space Treaty (OST) of 1967 sustainable? : a legal analysis of the OST in light of the concept of sustainable development de lege lata et ferenda	-	von Dr. Anne-Kathrin Jirik	Carl Heymanns Verlag	Hürth	2021	-	9783452296856; 3452296857	-	(Broschur : EUR 68.00 (DE), EUR 70.00 (AT))	XIV, 190 Seiten	23 cm, 342 g	-	Schriften zum Luft- und Weltraumrecht ; volume 45	-	-	Dissertation; Universität Köln2020	Band	22,A13; 21,N07	340	Weltraumrecht; Weltraumvertrag	341.47	https://d-nb.info/1226790968/04	-	-	-
