Titel	Werktitel	Verfasser	Verlag	Verlagsort	Erscheinungsjahr	Erscheinungstermin	ISBN	Auflage	Preis	Seiten	Maß	Begleitmaterial	Reihe	Fußnote	Parallele Ausgabe	Hochschulschriftenvermerk	Datenträger	Wochenverzeichnisnummer	DDC-Sachgruppe	Schlagworte	Vollständige DDC-Notation	Inhaltsverzeichnis	Inhaltstext	Links	Desiderat
Gut	-	Texte: Alexandra Lux	myshow Verlag	Planegg	2020	-	-	-	-	-	21 cm	-	-	-	-	-	Band	22,A13	370	-	-	-	-	-	-
Bălgarija - Germanija: ezik, literatura, kultura	-	Andrej Bojadžiev [und 4 weitere], redaktori	Fakultet po slavjanski filologii	Sofija	2020	-	9786197433425	Jubilejno izdanie 20 godini Bulgaricum	(Festeinband)	278 Seiten	24 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13	491.8; 891.8; 370	Bulgarisch; Literatur	491.81	https://d-nb.info/1229939008/04	-	-	-
Babbas Paket : In Babbas Tasche	-	ein Buch von Anneli Tisell ; Illustrationen: Jennie Wiik Edman	Schubi westermann	[Schaffhausen]; [Braunschweig]	2020	-	9783867237369; 9783867237376; 9783867237420; 3867237360	-	Schuber : EUR 99.95 (DE) (freier Preis), EUR 99.95 (AT) (freier Preis);  : (Festeinband in Behältnis); Begleitmaterial : (Broschur)	30 ungezählte Seiten	24 cm, 2380 g	1 Instruktions-Heft (34 Seiten), 1 Figuren-Set, 1 Lotto-Spiel, 1 Handpuppe	-	-	-	-	Band	22,A13; 21,N30	370	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=b95f0b9292e64fbda8193908d1a64035&prov=M&dok_var=1&dok_ext=htm	-	-
Daddas Paket : Dadda klopft an	-	ein Buch von Anneli Tisell ; Illustrationen: Hannes Hagstrand, Ola Schubert, Anneli Tisell	Schubi westermann	[Schaffhausen]; [Braunschweig]	2020	-	9783867237307; 9783867237314; 9783867237406; 3867237301	-	Schuber : EUR 99.95 (DE) (freier Preis), EUR 99.95 (AT) (freier Preis);  : (Festeinband in Behältnis); Begleitmaterial : (Broschur)	30 ungezählte Seiten	24 cm, 2215 g	1 Instruktionsheft (34 Seiten), 1 Lotto-Spiel, 2 Handpuppen, 1 Fingerpuppen-Set	-	-	-	-	Band	22,A13; 21,N30	370	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=5b45a689864442ebab1069e31f637025&prov=M&dok_var=1&dok_ext=htm	-	-
WIKO BW - das Schulfach Wirtschaft/Berufs- und Studienorientierung : Effekte auf die ökonomische Kompetenzen und Einstellungen Jugendlicher in Klasse 7 und 8 : eine Studie der Universität Koblenz-Landau zum Stand der ökonomischen Bildung in Baden-Württemberg unter Leitung von Prof. Dr. Günther Seeber und Jun.-Prof. Dr. Tim Kaiser	-	Günther Seeber, Tim Kaiser, Luis Oberrauch, Mira Eberle, Christian Walter	Swiridoff Verlag	Künzelsau	2020	-	9783899294057; 389929405X	-	(Broschur : EUR 15.00 (DE), EUR 15.50 (AT))	106 Seiten	30 cm	-	-	-	-	-	Band	22,A13; 21,N29	330; 370	Schüler; Sekundarstufe; Ökonomische Bildung	330.0712	https://d-nb.info/1236925777/04	-	-	-
Perspektiven und Hoffnungen : Spurensuche im Geiste Paulo Freires	-	Joachim Dabisch (Hrsg.)	Paulo Freire Verlag	Oldenburg	2020	-	9783865850225; 3865850227	1. Auflage	(Broschur : EUR 25.90 (DE), EUR 26.70 (AT))	137 Seiten	21 cm, 225 g	-	Freire-Jahrbuch ; 22	-	-	-	Band	22,A13; 20,N52	370	Freire, Paulo; Pädagogik	370.1	https://d-nb.info/122347447X/04	-	-	-
Posterset Handzeichen für das Classroom-Management	-	Marcel Feichtinger	Von Loeper Literaturverlag	Karlsruhe	2020	-	9783860592625; 3860592629	-	(keine Bindung in Behältnis : EUR 9.95 (DE) (freier Preis), EUR 10.30 (AT) (freier Preis))	3 gefaltete Blätter	841 cm x 594 cm, 130 g	1 Begleitheft (4 ungezählte Seiten)	-	Haupttitel vom Behältnis; Das Poster-Set besteht aus: 1 farbiges Poster in A1 (gefaltet auf A4), 1 farbiges Poster in A3 (gefaltet auf A4), 1 farbiges Poster in A3 (gefaltet auf A5)	-	-	Blatt	22,A13; 21,N01	370	-	-	-	-	-	-
Pfusch am Kind : die Bildungstäuscher und Bildungsfälscher	-	Claus-Dieter Weiß	Garamond der Wissenschaftsverlag	Gera	2020	-	9783946964407; 3946964400	1. Auflage	(Broschur : EUR 25.00 (DE), EUR 25.70 (AT), CHF 27.00 (freier Preis))	260 Seiten	21 cm, 360 g	-	-	-	-	-	Band	22,A13; 20,N46	370	Kleinkindpädagogik; Kindertagesstätte; Qualität	372.21	https://d-nb.info/1220857084/04	-	-	-
Kamishibai 10 Bildkarten - der kleine Marsmensch und das Weihnachtsfest	-	Elvira Küster ; Illustrationen: Anne Rehsöft	Grundschulstunden Verlag, GSV Learning GmbH + Co. KG	Freystadt	2020	-	9783948113247; 9783948113223; 9783940253644; 3948113246	Auflage 1	Bildkarten + Leseheft : (keine Bindung : EUR 10.99 (DE), EUR 11.30 (AT)); Bildkarten : (keine Bindung); Leseheft : (Broschur)	12 ungezählte Blätter	21 x 30 cm	1 Leseheft (21 Seiten : Illustrationen)	-	-	-	-	Band	22,A13; 20,N46	370; 791	-	-	-	-	-	-
Mind the Gap : Holocaust Education in der Lehrer*innen-Bildung	-	Christina Hansen, Kathrin Plank (Hrsg.)	Studien Verlag	Innsbruck; Wien	2020	-	9783706560474; 370656047X	-	(Broschur : circa EUR 29.90 (DE), circa EUR 29.90 (AT))	107 Seiten	24 cm, 198 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 20,N41	370; 940	Judenvernichtung; Euthanasie; Lehrerbildung; Werterziehung	370.114; 370.711; 940.53180711	https://d-nb.info/1218610034/04	http://deposit.dnb.de/cgi-bin/dokserv?id=c9d60777f0564715b57045b64c8ea063&prov=M&dok_var=1&dok_ext=htm	-	-
Gut : Grundlagen für erfolgreiches Lernen	-	Alexandra Lux	myshow Verlag	Planegg	2020	-	9783946505105; 3946505104	1. Auflage	(Broschur : EUR 11.90 (DE), EUR 12.30 (AT))	71 Seiten	21 cm	-	-	-	-	-	Band	22,A13; 20,N06	370	-	-	https://d-nb.info/1203961898/04	-	-	-
Für die Verteidigung der offenen Gesellschaft	In defense of open society	George Soros ; Übersetzung: Egbert Neumüller	Plassen Verlag	Kulmbach	2019	-	9783864706738; 3864706734	[1. Auflage]	(Festeinband : EUR 19.99 (DE), EUR 20.60 (AT), CHF 19.15 (freier Preis))	199 Seiten	22 cm, 394 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 19,N41	330; 300; 370	Finanzkrise; Wirtschaftsentwicklung; Wirtschaftspolitik; Soros, George; Philanthropie; Central European University; Offene Gesellschaft; Bedrohung; Künstliche Intelligenz; Autoritärer Staat	-	https://d-nb.info/1196308594/04	http://deposit.dnb.de/cgi-bin/dokserv?id=7e60b8e7732e4e26827565e90297321b&prov=M&dok_var=1&dok_ext=htm	-	-
Religionsprojekt zu	-	-	BVK, Buch-Verl. Kempen	Kempen	2010	-	-	-	-	-	30 cm	-	-	Anfangs verf. von Nicole Lohr/Jutta Schmeiler	-	-	Band	22,A13	370	Religionsunterricht; Fächerübergreifender Unterricht; Grundschule; Lehrmittel	372.84044	-	-	-	-
Musik fachfremd unterrichten	-	Werner Freitag	Auer	Donauwörth; Augsburg	2010	-	-	-	-	-	-	-	Grundschule	"Die Praxis"-Bücher wurden verfasst von Werner Freitag, Caroline Dittmar	-	-	Band	22,A13	370	Musikerziehung; Fachfremder Unterricht; Grundschule	372.87044	-	-	-	-
Altstraßenforschung als Archäoprognose : theoretische und methodische Überlegungen zur Wegeforschung am Beispiel Westlicher Bodensee	-	Claudia Rodat	wbg Academic	Darmstadt	2022	-	9783534405558; 3534405552	-	(Festeinband : EUR 60.00 (DE), EUR 61.70 (AT))	381 Seiten	23 cm	-	-	-	-	Dissertation; Albert-Ludwigs-Universität Freiburg im Breisgau2019	Band	22,A13; 22,N07	380; 930	Altstraße; Wegenetz	388.1094346228	https://d-nb.info/1251256511/04	-	-	-
Verschriftlichungsstrategien : maritime Handbücher der Frühen Neuzeit zwischen Wissenspolitik und kultureller Inszenierung	-	Stefanie Stockhorst	Wehrhahn Verlag	Hannover	2022	-	9783865259325; 3865259324	1. Auflage	(Broschur : EUR 12.00 (DE), EUR 12.40 (AT))	125 Seiten	20 cm, 168 g	-	Neue Perspektiven der Frühneuzeitforschung ; Band 6	-	-	-	Band	22,A13; 21,N51	380	Seeschifffahrt; Wissensvermittlung; Textproduktion; Kultur	387.5	https://d-nb.info/1247751880/04	-	-	-
Autokorrektur : Mobilität für eine lebenswerte Welt	-	Katja Diehl ; mit Illustrationen von Doris Reich	S. FISCHER	Frankfurt am Main	2022	-	9783103971422; 3103971427	Originalausgabe, [2. Auflage]	(Broschur : EUR 18.00 (DE), EUR 18.50 (AT))	262 Seiten	22 cm, 378 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N44	380	Individualverkehr; Öffentlicher Verkehr; Verkehrsmittelwahl; Verkehrsinfrastruktur	388.042	https://d-nb.info/1244449636/04	http://deposit.dnb.de/cgi-bin/dokserv?id=40744e6081674058a7a73780a64ebd8b&prov=M&dok_var=1&dok_ext=htm	-	-
Schnelleinstieg Zoll für Import und Export	-	Gert R. Wagner/Dr. Mirko Wolfgang Brill	Haufe Group	Freiburg; München; Stuttgart	2022	-	9783648153871; 3648153870	4. aktualisierte Auflage	(Broschur : EUR 39.95 (DE), EUR 39.20 (AT))	197 Seiten	24 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N16	340; 380	Zollrecht	343.43056; 382.7	https://d-nb.info/1231566191/04	http://deposit.dnb.de/cgi-bin/dokserv?id=0fb532f43a3041618975c4037d304e0a&prov=M&dok_var=1&dok_ext=htm	-	-
Das große Weihnachts-Preisausschreiben 2021 : Anzeigensonderveröffentlichung	-	-	A. Beig Druckerei und Verlag GmbH & Co. KG	[Pinneberg]	2021	-	-	-	-	6 ungezählte Seiten	47 cm	-	Wedel-Schulauer Tageblatt; Rissener Rundschau	-	-	-	Band	22,A13	380	-	-	-	-	-	-
Schwerin und seine Eisenbahn : Von 1990-2020 : Städteexpress Petermännchen, Traditionspflege, Sonderzüge	-	-	Radke-Verlag	Stralendorf	2021	-	9783932614200; 3932614208	1. Auflage	(Broschur : EUR 14.95 (DE), EUR 15.40 (AT))	84 Seiten	30 cm, 500 g	-	-	-	-	-	Band	22,A13; 21,N46	380; 624; 620	-	-	https://d-nb.info/1245469088/04	-	-	-
Die Wiener Vorortebahnen : Oscar Lazarini - ein Leben für die Lokalbahnen	-	Roman Hans Gröger	Verlag Berger	Horn; Wien	2021	-	9783850289696; 3850289699	1. Auflage	(Broschur : EUR 25.00 (DE), EUR 25.00 (AT))	131 Seiten	23 cm, 500 g	-	-	-	-	-	Band	22,A13; 21,N46	380	Lazarini, Oscar; Regionalbahn	388.42092	https://d-nb.info/124546888X/04	http://deposit.dnb.de/cgi-bin/dokserv?id=e393c078a23d476390377afd32b6c8ac&prov=M&dok_var=1&dok_ext=htm	-	-
Vegane Öko-Lebensmittel aus Sicht von Verbrauchern mit unterschiedlichen Ernährungsstilen	-	David Kilian	kassel university press	Kassel	2021	-	9783737609845; 3737609845	-	(Broschur : EUR 39.00 (DE), EUR 40.10 (AT))	IX, 269 Seiten	24 cm, 730 g	-	-	-	Erscheint auch als: Online-Ausgabe	Dissertation; Universität Kassel2021	Band	22,A13; 21,N45	650; 380	-	613.2	https://d-nb.info/1245154176/04	-	-	-
Das Omnibusunternehmen : Vorbereitung auf die IHK-Fachkundeprüfung	-	Guido Borning, Christian Gladasch	Verlag Heinrich Vogel	München	2021	-	9783574604508; 3574604505	24. Auflage, Stand: August 2021	(Broschur : EUR 44.94 (DE), EUR 46.20 (AT))	XII, 293 Seiten	25 cm	-	-	-	-	-	Band	22,A13; 21,N44	380	-	-	https://d-nb.info/124442160X/04	-	-	-
Unter Dampf : durch Raum und Zeit : Schwarzweiß-Fotografien aus 30 Jahren und vier Kontinenten	-	Günter Haslbeck	Wiemann	Nürnberg	2021	-	9783982101873; 3982101875	-	(Festeinband : EUR 29.90 (DE), EUR 30.80 (AT))	176 Seiten	22 x 31 cm	-	-	-	-	-	Band	22,A13; 21,N37	380; 620	-	-	https://d-nb.info/1241028591/04	-	-	-
Urbane Mobilität : politische Perspektiven und rechtlicher Rahmen	-	herausgegeben von Martin Kment und Matthias Rossi	Mohr Siebeck	Tübingen	2021	-	9783161602382; 3161602382	-	(Broschur : circa EUR 60.00 (DE))	VI, 132 Seiten	24 cm, 224 g	-	Schriften zum Infrastrukturrecht ; 24	"Beiträge zum 6. Deutschen Umwelt- und Infrastrukturrechtstag" (Vorwort)	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N25	340; 380	Stadtverkehr; Verkehrspolitik; Digitalisierung; Einzelhandel; Recht	343.430933	https://d-nb.info/1235771342/04	http://deposit.dnb.de/cgi-bin/dokserv?id=d0a957b63d2341f79ed4b19942e6fca7&prov=M&dok_var=1&dok_ext=htm; http://deposit.dnb.de/cgi-bin/dokserv?id=d0a957b63d2341f79ed4b19942e6fca7&prov=M&dok_var=2&dok_ext=htm	-	-
Epic train journeys : the inside track to the World's greatest rail routes	-	Monisha Rajesh ; edited by Robert Klanten and Elli Stuhler	Gestalten	Berlin	2021	-	9783967040203; 3967040208	-	(Festeinband : EUR 39.90 (DE), EUR 41.10 (AT), CHF 51.90 (freier Preis))	288 Seiten	29 cm, 1751 g	-	-	-	-	-	Band	22,A13; 21,N18	910; 380	-	-	https://d-nb.info/1232339210/04	http://deposit.dnb.de/cgi-bin/dokserv?id=e4cbd50f9406466fb547ec8cc4c64b4b&prov=M&dok_var=1&dok_ext=htm	-	-
Mobilität im 21. Jahrhundert? Frag doch einfach! : klare Antworten aus erster Hand	-	Gerald Pilz	UVK Verlag	München	2021	-	9783825256623; 3825256626	-	(Broschur : circa EUR 14.90 (DE), circa EUR 15.40 (AT), circa CHF 19.90 (freier Preis))	230 Seiten	22 cm, 354 g	-	Frag doch einfach!	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N15	380	Mobilität; Individualverkehr; Öffentlicher Personennahverkehr; Technischer Fortschritt; Elektromobilität; Autonomes Fahrzeug	388	https://d-nb.info/123109852X/04	-	-	-
Sicher auftreten im technischen Vertrieb : so überzeugen Sie Ihre Kunden	Sicheres Auftreten für Ingenieure im Vertrieb	Dirk Preußners ; mit Beiträgen von Andrea Heitmann und Stefanie Babka	Springer Gabler	Wiesbaden, Germany	2021	-	9783658330910; 3658330910	5. Auflage	(Festeinband : circa EUR 49.99 (DE), circa EUR 51.39 (AT), circa CHF 55.50 (freier Preis), circa EUR 46.72)	XXI, 180 Seiten	25 cm, 527 g	-	Edition sales excellence	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N02	380	Vertriebsingenieur; Umgangsformen; Selbstdarstellung	381	https://d-nb.info/1224621166/04	http://deposit.dnb.de/cgi-bin/dokserv?id=59548818426e4ad6955732d53387c2a5&prov=M&dok_var=1&dok_ext=htm	-	-
Die Galerie Gerstenberger und Wilhelm Grosshennig : Kunsthandel in Deutschland von der Kaiserzeit bis zur BRD	-	Ulrike Saß	Böhlau Verlag	Köln; Wien; Weimar	2021	-	9783412516796; 3412516791	-	(Broschur : EUR 55.00 (DE), EUR 57.00 (AT))	491 Seiten	24 cm, 945 g	-	Brüche und Kontinuitäten ; Band 7	-	Erscheint auch als: Online-Ausgabe	Dissertation; Universität Leipzig2016; Dissertation; Universität Leipzig2015	Band	22,A13; 20,N43	700; 380	Grosshennig, Wilhelm; Kunsthandel; Galerie Gerstenberger; Galerie Wilhelm Grosshennig	709.2	https://d-nb.info/1219458333/04	-	-	-
Neue Dimensionen der Mobilität : technische und betriebswirtschaftliche Aspekte	-	Heike Proff (Hrsg.) ; 11. Wissenschaftsforum Mobilität an der Universität Duisburg-Essen	Springer Gabler	Wiesbaden, Germany	2020	-	9783658297459; 365829745X	Korrigierte Publikation	(Broschur : circa EUR 99.99 (DE), circa EUR 102.79 (AT), circa CHF 110.50 (freier Preis))	XIV, 889 Seiten	24 cm, 1504 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 20,N10	380; 620	Mobilität; Digitalisierung; Technische Innovation; Strategisches Management; Verkehrsentwicklung; Stadtverkehr; Elektromobilität	388	https://d-nb.info/1205390863/04	http://deposit.dnb.de/cgi-bin/dokserv?id=7b27adb6b28b4c469bd8bc82aa5097e8&prov=M&dok_var=1&dok_ext=htm	-	-
225 years of Meyer Werft Papenburg : a passion for shipbuilding	-	Roland Wildberg, Johannes Bohmann (Assistant)	planet c	Hamburg	2020	-	9783937596716; 3937596712	1st edition	(Festeinband : EUR 24.80 (DE), EUR 25.50 (AT))	228 Seiten	29 cm, 1032 g	-	-	-	-	-	Band	22,A13; 20,N05	620; 380	-	-	https://d-nb.info/1203227558/04	-	-	-
225 Jahre Meyer Werft Papenburg : Schiffbauer aus Leidenschaft	-	Roland Wildberg, Johannes Bohmann (Mitarbeit)	planet c	Hamburg	2020	-	9783937596709; 3937596704	1. Auflage	(Festeinband : EUR 24.80 (DE), EUR 25.50 (AT))	228 Seiten	29 cm, 1032 g	-	-	-	-	-	Band	22,A13; 20,N04	620; 380	-	-	https://d-nb.info/1202985874/04	-	-	-
Schwerin und seine Eisenbahn : die Schweriner Eisenbahngeschichte	-	Detlef Radke	Radke-Verlag	Stralendorf	2019	-	-	-	-	2 Bände	30 cm	-	-	-	-	-	Band	22,A13	380; 624; 620	Eisenbahn	385.09431765; 625.1009431765	-	-	-	-
Sie gehen - und sie bleiben doch : multikulturelle Trauerkulturen in Deutschland	-	Gabriele Steckmeister, Markus Kirschbaum (Hg.)	LIT	Berlin; Münster	2021	-	9783643250223	-	(Broschur)	239 Seiten	22 cm	-	Kulturwissenschaft ; Band 66	-	-	-	Band	22,A13	390; 200	Multikulturelle Gesellschaft; Bestattungsritus	393.0943; 203.880943	https://d-nb.info/1243207280/04	-	-	-
Das Narzissenfest im Ausseerland	-	Brunhild Tanzmeister (Hrsg.)	Frigg Verlag	Heiligenkreuz am Waasen	2021	-	9783951968315	-	(Festeinband)	151 Seiten	22 cm	-	-	-	-	-	Band	22,A13	390	Narzissenfest	394.209436521	https://d-nb.info/124225367X/04	-	-	-
Gemeinsam das Kirchenjahr erleben	-	Georg Austen, Julian Heese, Yvonne Willicks (Hg.)	Butzon & Bercker	Kevelaer, Deutschland	2021	-	9783766628886; 3766628887	-	(Festeinband : EUR 14.95 (DE), EUR 15.40 (AT))	139 Seiten	23 cm	-	-	-	-	-	Band	22,A13; 21,N44	230; 390	Kirchenfest; Kirchenjahr; Katholische Kirche; Brauch	263.9	-	http://deposit.dnb.de/cgi-bin/dokserv?id=85bd1c15779a4b629c037d7ce658da0d&prov=M&dok_var=1&dok_ext=htm	-	-
Ausgerechnet die Sieben : von den sieben Bergen bis zum Siebengestirn - eine erstaunliche Faktensammlung	-	Stefan Kaufmann	Akademische Verlagsbuchhandlung Friedrich Mauke KG	Jena	2021	-	9783948259020; 394825902X	[Erstauflage]	(Festeinband : EUR 22.00 (DE), EUR 22.70 (AT), CHF 24.00 (freier Preis))	312 Seiten	21 cm, 460 g	-	-	-	-	-	Band	22,A13; 21,N39	390; 000	Sieben; Zahlensymbolik; Kultur	398.3	https://d-nb.info/1241838623/04	-	-	-
Materialidad, memoria y lenguaje en la "Relación de las fábulas y ritos de los incas" (1575) de Cristóbal de Molina	-	Rodolfo Cerrón-Palomino/Francisco Hernández Astete (eds.)	Peter Lang	Berlin; Bern; Wien	2021	-	9783631855812; 3631855818	Edición crítica	(Festeinband : EUR 64.95 (DE), EUR 66.80 (AT), CHF 75.00 (freier Preis))	352 Seiten	22 cm, 526 g	-	Sprachen, Gesellschaften und Kulturen in Lateinamerika ; Band 20	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N36	980; 460; 390	Molina, Cristobal de; Eroberung Lateinamerikas; Inka; Ritus; Geschichtsschreibung	980.013072	https://d-nb.info/1240500300/04	http://deposit.dnb.de/cgi-bin/dokserv?id=07795f2b2eab43b08522d68db776b39a&prov=M&dok_var=1&dok_ext=htm	-	-
Rezept für gute Laune - Freude am Leben	-	Richard Jauernik	Laumann-Verlag	Dülmen/Westf	2021	-	9783899604900; 3899604903	-	(Broschur : EUR 18.90 (DE), EUR 19.50 (AT))	946 Seiten	24 cm, 570 g	-	-	-	-	-	Band	22,A13; 21,N36	150; 360; 390	-	-	https://d-nb.info/1240258550/04	-	-	-
Sprechen im Märchen : Inszenierung von Mündlichkeit in Märchentexten des 19. Jahrhunderts	-	Christine Pretzl	Peter Lang	Berlin; Bern; Wien	2021	-	9783631851173; 3631851170	-	(Festeinband : EUR 79.95 (DE), EUR 82.20 (AT), CHF 93.00 (freier Preis))	408 Seiten	22 cm, 603 g	-	Regensburger Beiträge zur deutschen Sprach-, Literatur- und Kulturwissenschaft ; Band 106	-	Erscheint auch als: Online-Ausgabe	Habilitationsschrift; Universität Regensburg2020	Band	22,A13; 21,N32	390; 430	Kinder- und Hausmärchen; Schönwerth, Franz Xaver von; Redeerwähnung; Mündlichkeit	398.20943; 398.24	https://d-nb.info/1238093531/04	http://deposit.dnb.de/cgi-bin/dokserv?id=bb0958e55c4f4fd9aeb29882ae4c169c&prov=M&dok_var=1&dok_ext=htm	-	-
Was bleibt, wenn wir sterben : Erfahrungen einer Trauerrednerin	-	Louise Brown	Diogenes	Zürich	2021	-	9783257071764; 3257071760	-	(Gewebe : circa EUR 22.00 (DE), circa EUR 22.70 (AT), circa CHF 30.00 (freier Preis))	243 Seiten	19 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N16	300; 150; 390	-	-	https://d-nb.info/1231377194/04	http://deposit.dnb.de/cgi-bin/dokserv?id=72bf27fa723b445caa18b8509bd34bf9&prov=M&dok_var=1&dok_ext=htm	-	-
Der Nörgg, das Purzinigele und die Nichte der Nixe : Sagen aus Südtirol	-	Kurt Lanthaler ; mit Illustrationen von Gino Alberti und einem Nachwort von Brunamaria Dal Lago Veneri	Folio Verlag	Wien; Bozen	2021	-	9783852568386; 3852568382	-	(Festeinband : circa EUR 24.00 (DE), circa EUR 24.00 (AT))	190 Seiten	20 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N16	390	Sage	398.20945383	https://d-nb.info/1231296119/04	-	-	-
Das Gasthaus : ein Heimatort	-	Erwin Seitz	Insel Verlag	Berlin	2021	-	9783458194972; 3458194975	Erste Auflage	(Festeinband : EUR 14.00 (DE), EUR 14.40 (AT), CHF 20.90 (freier Preis))	132 Seiten	19 cm, 225 g	-	Insel-Bücherei ; Nr. 1497	-	-	-	Band	22,A13; 20,N43	640; 390	Gaststätte; Kultur	647.95	https://d-nb.info/1219521337/04	http://deposit.dnb.de/cgi-bin/dokserv?id=04a8001ed53d4f15bfcf3d618d6253d1&prov=M&dok_var=1&dok_ext=htm; http://deposit.dnb.de/cgi-bin/dokserv?id=04a8001ed53d4f15bfcf3d618d6253d1&prov=M&dok_var=2&dok_ext=htm	-	-
Ha! Linguistic studies in honor of Mark R. Hale	-	Laura Grestenberger, Charles Reiss, Hannes A. Fellner and Gabriel Z. Pantillon (eds.)	Dr. Ludwig Reichert Verlag	Wiesbaden	2022	-	9783752006063; 3752006064	-	(Gewebe : EUR 110.00 (DE), EUR 113.10 (AT))	XV, 422 Seiten	25 cm	-	-	-	-	-	Band	22,A13; 22,N07	400	Historische Sprachwissenschaft; Vergleichende Sprachwissenschaft	417.7	https://d-nb.info/1251503853/04	-	-	-
Inter-/trans-/unidisciplinary methods	-	Beata Ptaszyńska/Daria Długosz/Jadwiga Pecko (eds.)	Peter Lang	Berlin; Bern; Wien	2021	-	-	-	-	-	22 cm	-	Studies in the new humanities	-	-	-	Band	22,A13	800; 400	Literatur; Linguistik	809	-	-	-	-
Towards a diachronic typology of individual person markers	-	guest editors Linda Konnerth, Andrea Sansò	de Gruyter Mouton	Berlin	2021	-	-	-	-	222 Seiten	23 cm	-	Folia linguistica historica ; volume 42, issue 1 (2021)	-	-	-	Band	22,A13	400	Grammatische Person; Sprachtypologie	415.5	https://d-nb.info/1249104858/04	-	-	-
Foreign language learning in multilingual Germany	-	guest editors Ingrid Gogolin, Christoph Gabriel, Hanne Brandt, Nora Dünkel	de Gruyter Mouton	Berlin	2021	-	-	-	-	Seite 736-858	23 cm	-	Multilingua ; volume 40, issue 6 (2021)	-	-	-	Band	22,A13	400; 370	Fremdsprachenlernen; Mehrsprachigkeit	401.93	https://d-nb.info/1249098262/04	-	-	-
Language ideologies and social positioning: structures, scales, and practices	-	issue editors Brigitta Busch, Jürgen Spitzmüller, Mi-Cha Flubacher	Walter de Gruyter	Berlin; Boston	2021	-	-	-	-	217 Seiten	23 cm	-	International journal of the sociology of language ; issue 272 (2021)	-	-	-	Band	22,A13	300; 400	Sprache; Ideologie; Soziolinguistik	306.44	https://d-nb.info/1249096243/04	-	-	-
From subordination to insubordination : a functional-pragmatic approach to if/si-constructions in English, French and Spanish spoken discourse	-	Cristina Lastres-López	Peter Lang	Bern; Berlin	2021	-	9783034342209; 3034342209	-	(Festeinband : EUR 59.95 (DE), EUR 61.60 (AT), CHF 70.00 (freier Preis))	232 Seiten	23 cm, 436 g	-	Linguistic insights ; volume 280	-	Erscheint auch als: Online-Ausgabe	Dissertation; University of Santiago de Compostela	Band	22,A13; 21,N36	400	Englisch; Französisch; Spanisch; Konditional	415.6	https://d-nb.info/1240501978/04	http://deposit.dnb.de/cgi-bin/dokserv?id=c610b301b2544c19b013e34bd9353320&prov=M&dok_var=1&dok_ext=htm	-	-
Translating fear - translated fears : understanding fear across languages and cultures	-	Teresa Seruya/Maria Lin Moniz/Alexandra Lopes (eds.)	Peter Lang	Berlin; Bern; Wien	2021	-	9783631849224; 3631849222	-	(Festeinband : EUR 54.95 (DE), EUR 56.50 (AT), CHF 64.00 (freier Preis))	219 Seiten	22 cm, 362 g	-	Passagem ; vol. 16	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N36	400; 150	Übersetzung; Furcht	418.02	https://d-nb.info/1240501773/04	http://deposit.dnb.de/cgi-bin/dokserv?id=b54b62ca40aa4517851bc64ccb1e495c&prov=M&dok_var=1&dok_ext=htm	-	-
Rhetorik der Selbstverzauberung : Einblicke in Luft- und Lustschlösser unserer Selbstmanipulation	-	Gerd Antos	Frank & Timme	Berlin	2021	-	9783732907762; 3732907767	-	(Broschur : EUR 19.80 (DE), EUR 19.80 (AT), CHF 29.70 (freier Preis))	349 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N35	150; 400	Wunschdenken; Autosuggestion; Illusion; Manipulation; Rhetorik	153.42	https://d-nb.info/1239753292/04	-	-	-
Inter-/trans-/unidisciplinary methods : Techniques - structures	-	-	Peter Lang	Berlin; Bern; Wien	2021	-	9783631810040; 3631810040	-	(Festeinband : EUR 59.95 (DE), EUR 61.60 (AT), CHF 70.00 (freier Preis))	225 Seiten	22 cm, 369 g	-	Studies in the new humanities ; volume 3	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A13; 21,N27	800; 400	-	-	https://d-nb.info/1236479335/04	-	-	-
