Titel	Werktitel	Verfasser	Verlag	Verlagsort	Erscheinungsjahr	Erscheinungstermin	ISBN	Auflage	Preis	Seiten	Maß	Begleitmaterial	Reihe	Fußnote	Parallele Ausgabe	Hochschulschriftenvermerk	Datenträger	Wochenverzeichnisnummer	DDC-Sachgruppe	Schlagworte	Vollständige DDC-Notation	Inhaltsverzeichnis	Inhaltstext	Links	Desiderat
Die weiße Wölfin von Kostopschin : 1889	The white wolf of Kostopchin	Sir Gilbert Campbell ; aus dem Englischen übersetzt von Heiko Postma	jmb-Verlag	Hannover	2021	-	9783959450256; 3959450257	1. Auflage	(Broschur : EUR 7.00 (DE), EUR 7.20 (AT))	61 Seiten	19 cm, 70 g	-	Kabinett der Phantasten ; 90	-	-	-	Band	22,A01; 20,N51	820; B	-	-	-	-	-	-
Die Winterfrauen : Roman	The family secret	Tracy Buchanan ; aus dem Englischen von Hanne Hammer	Blanvalet	München	2021	-	9783734109744; 3734109744	1. Auflage	(Broschur : EUR 11.00 (DE), EUR 11.40 (AT))	445 Seiten	19 cm, 367 g	-	-	"Deutsche Erstausgabe" - auf Rückumschlag	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 20,N46	820; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=d82241be290742708b268cb395389f81&prov=M&dok_var=1&dok_ext=htm	-	-
The French girl : Thriller	The French girl	Lexie Elliott ; aus dem Englischen von Kattrin Stier	dtv	München	2021	-	9783423230162; 3423230169	Deutsche Erstausgabe	(Broschur : EUR 15.90 (DE), EUR 16.40 (AT), CHF 21.50 (freier Preis))	381 Seiten	20 cm	-	-	-	Erscheint auch als: Tonträger-Ausgabe; Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 20,N45	820; B	-	-	-	-	-	-
Die Stille des Meeres : Roman	From a low and quiet sea	Donal Ryan ; aus dem Englischen von Anna-Nina Kroll	Diogenes	Zürich	2021	-	9783257071160; 3257071167	-	(Gewebe : circa EUR 22.00 (DE), circa EUR 22.70 (AT), circa CHF 30.00 (freier Preis))	274 Seiten	19 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 20,N45	820; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=5c4820876af14b95952d1e6defe2933e&prov=M&dok_var=1&dok_ext=htm	-	-
Zwei und zwei : Roman	Late in the day	Tessa Hadley ; aus dem Englischen von Gertraude Krueger	Kampa	Zürich	2019	-	9783311100249; 9783311150176; 3311100247	-	(Gewebe : circa EUR 22.00 (DE), circa EUR 22.60 (AT), circa CHF 30.00 (freier Preis));  : (Broschur : circa EUR 13.00 (DE), circa EUR 13.30 (AT), circa CHF 18.00 (freier Preis))	316 Seiten	19 cm	-	-	-	-	-	Band	22,A01; 19,N45	820; B	-	-	-	-	-	-
Anton Mühlbauer	-	U.N. Gohrmann	Rediroma-Verlag	Remscheid	2021	-	-	-	-	-	19 cm	-	-	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Zwei gottlos schöne Füchslein : die Schächentaler Jahre 2000 bis 2010	-	Andreas Grosz	pudelundpinscher	Wädenswil	2021	-	9783906061276; 3906061272	-	(Broschur : EUR 39.00 (DE), EUR 39.00 (DE), EUR 40.10 (AT), EUR 40.10 (AT), CHF 48.00 (freier Preis), CHF 48.00 (freier Preis))	2 Bände	18 cm, 830 g	-	-	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Meine Weihnachtsgschichtli	-	Günter Huth	Echter	Würzburg	2021	-	9783429056346; 3429056349	-	circa EUR 16.90 (DE), circa EUR 17.40 (AT)	-	-	-	-	-	-	-	Band; Audiodisk	22,A01	830; B	-	-	-	-	-	-
Die Schokoladenfabrik	-	Rebekka Eder ; gelesen von Rebecca Madita Hundt	Aufbau audio	Berlin	2021	-	-	-	-	CDs	-	-	-	-	-	-	Audiodisk	22,A01	830; B	-	-	-	-	-	-
Kommissar Tann : Krimi	-	Gisela Garnschörder	XOXO Verlag	Bremen	2021	-	-	Neuauflage	-	-	21 cm	-	-	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Unentbehrlichkeit der Liebe	-	Lilly Conen	Himmelstürmer Verlag	Binnen	2021	-	-	Originalausgabe	-	-	21 cm	-	-	Zielgruppe - ab 12	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Große Zeiten, kleines Glück : nach wahren Begebenheiten	-	Gerold Tietz ; Überarbeitung: Jonathan Berg	ROGEON Verlag	[Esslingen]	2021	-	9783943186345	Gesamtausgabe Roman 1+2	(Broschur)	399 Seiten	21 cm	-	Tea Edition	-	-	-	Band	22,A01	830; B	-	-	https://d-nb.info/1247233383/04	-	-	-
2. Band des Zyklus Die Lordrichter : Ebene ohne Schatten	-	-	Edel Verlagsgruppe GmbH	Hamburg	2021	-	9783868036763	Ungekürzte Lizenzausgabe	(Festeinband)	336 Seiten	21 cm	-	Atlan	-	-	-	Band	22,A01	830; B	-	-	https://d-nb.info/1247207994/04	-	-	-
Der Boden des Dunkels : Gedichte	-	Maren Schönfeld	Verlag Expeditionen	Hamburg	2021	-	9783947911592; 3947911599	Erweiterte Neuauflage	(Festeinband)	50 Seiten	20 cm	-	-	-	-	-	Band	22,A01	830; B	-	-	https://d-nb.info/1247144860/04	-	-	-
Zwei gottlos schöne Füchslein : Oktober bis März	-	-	pudelundpinscher	Wädenswil	2021	-	9783906061276	-	(Broschur : EUR 39.00 (DE), EUR 39.00 (DE), EUR 40.10 (AT), EUR 40.10 (AT), CHF 48.00 (freier Preis), CHF 48.00 (freier Preis));  : (Broschur)	395 Seiten	18 cm	-	-	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Kodexfieber	-	Bearbeitung: Hubert Haensel	Moewig	Hamburg	2021	-	9783868036725; 3868036725	Ungekürzte Lizenzausgabe	(Festeinband)	399 Seiten	20 cm	-	Perry Rhodan ; 170. [...], [Ausgabe in Sammelbänden] : [...], [Blaubände]	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Witches of Stanhope : verborgene Magie	-	Laura Nieland	dp Verlag	Stuttgart	2021	-	9783968179353	Erstausgabe	(Broschur)	297 Seiten	19 cm	-	-	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Katzengeschichten für Erwachsene	-	von Tutu ; by Gerhard Fritz (Hrsg.)	Verlag Manfred Hennecke	Remshalden	2021	-	9783948138080	1. Auflage	(Broschur)	64 Seiten	19 cm	-	-	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Ein Madel irrt durch die Nacht : sie wusste nicht, wohin sie sich wenden wollte	-	Andreas Kufsteiner	Bastei Lübbe AG	Köln	2021	-	-	-	-	63 Seiten	23 cm	-	Der Bergdoktor ; Band 1736	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Miss Texas	-	Jack Slade	Bastei Lübbe AG	Köln	2021	-	-	-	-	63 Seiten	23 cm	-	Jack Slade ; Band 945	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Das Dating-Desaster : darf sie es wagen, ihr Herz über den Verstand zu stellen?	-	Victoria Halverstett	Bastei Lübbe AG	Köln	2021	-	-	-	-	63 Seiten	23 cm	-	Silvia-Gold ; Band 148	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Verraten am Apachenpass	-	Henry Nelson	Bastei Lübbe AG	Köln	2021	-	-	-	-	63 Seiten	23 cm	-	Winchester ; Band 743	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Krisensitzung um Mitternacht : die Ärzte ringen um eine schwere Entscheidung	-	Marina Anders	Bastei Lübbe AG	Köln	2021	-	-	-	-	63 Seiten	23 cm	-	Notärztin Andrea Bergen ; Band 1444	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Das Geschenk der Töpferin : warum sie das einfache Leben in St. Christoph so glücklich machte	-	Andreas Kufsteiner	Bastei Lübbe AG	Köln	2021	-	-	-	-	63 Seiten	23 cm	-	Der Bergdoktor ; Band 2105	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Die Zeit der Zwerge	-	von Ernst Vlcek	Bastei Lübbe AG	Köln	2021	-	-	-	-	63 Seiten	23 cm	-	Dorian Hunter ; Band 85	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Und ich lieb dich doch	Und ich lieb dich dochMit dir durch dick und dünnBis wir uns einmal wiedersehen	-	Martin Kelter Verlag	Hamburg	2021	-	-	-	-	191 Seiten	22 cm	-	Kelter pocketsNr. 53; Der Bergpfarrer	-	-	-	Band	22,A01	830; B	-	-	https://d-nb.info/1246978857/04	-	-	-
Es begann an einem Tag im Herbst : ein Unglück folgte dem anderen	-	Viola Maybach	Martin Kelter Verlag GmbH & Co. KG	Hamburg	2021	-	-	-	-	66 Seiten	23 cm	-	Kelter BestsellerNr. 196; Dr. Laurin	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Gegen seinen Willen verliebt : Thomas und die neue Magd auf dem Starnerhof	Gegen seinen Willen verliebt	Toni Waidacher	Kelter	Hamburg	2021	-	-	-	-	66 Seiten	23 cm	-	Der Bergpfarrer ; Nr. 29	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01	830; B	-	-	-	-	-	-
Ein altes Versprechen	Ein altes VersprechenLetzte Ausfahrt: LiebeDie Primadonna	-	Martin Kelter Verlag GmbH & Co. KG	Hamburg	2021	-	-	-	-	65, 65, 65 Seiten	23 cm	-	Kelter BestsellerNr. 55; Dr. Laurin	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Der abenteuerliche Simplicissimus Teutsch	Simplizissimus	Hans Jacob Christoph von Grimmelshausen	Reclam	Ditzingen	2021	-	9783150007617	Bibliographisch ergänzte Ausgabe	(Broschur)	840 Seiten	15 cm	-	Reclams Universal-Bibliothek ; Nr. 761	-	-	-	Band	22,A01	830; B	-	-	https://d-nb.info/1246885093/04	-	-	-
Vor Sonnenaufgang : soziales Drama	Vor Sonnenaufgang	Gerhart Hauptmann ; herausgegeben von Peter Langemeyer	Reclam	Ditzingen	2021	-	9783150190173	Durchgesehene Ausgabe	(Broschur)	217 Seiten	15 cm	-	Reclams Universal-Bibliothek ; Nr. 19017	-	-	-	Band	22,A01	830; B	-	-	https://d-nb.info/1246885077/04	-	-	-
Nathan der Weise : ein dramatisches Gedicht, in fünf Aufzügen	Nathan der Weise	Gotthold Ephraim Lessing ; herausgegeben von Kai Bremer und Valerie Hantzsche	Reclam	Ditzingen	2021	-	9783150191422	Studienausgabe	(Broschur)	228 Seiten	15 cm	-	Reclams Universal-Bibliothek ; Nr. 19142	"Durchgesehene und bibliographisch ergänzte Ausgabe" - Impressum	-	-	Band	22,A01	830; B	-	-	https://d-nb.info/1246885026/04	-	-	-
Kerzen, Killer, Krippenspiel : Weihnachtskrimis vom Nordseestrand zum Alpenrand	-	Laura Lichtenwalter (Hrsg.)	Weltbild	Augsburg	2021	-	9783963774355	Genehmigte Lizenzausgabe	(Broschur)	479 Seiten	19 cm	-	-	-	-	-	Band	22,A01	830; B	-	-	https://d-nb.info/1246883724/04	-	-	-
Schmerzwinter : Thriller	-	Aaron Sander	Weltbild	Augsburg	2021	-	9783963779374	Genehmigte Lizenzausgabe	(Broschur)	335 Seiten	22 cm	-	-	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Meine Weihnachtsgschichtli : [CD]	-	gesprochen von Monique Marten, Radio Charivari	Echter	Würzburg	2021	-	9783429056346	-	circa EUR 16.90 (DE), circa EUR 17.40 (AT)	1 CD	-	-	-	-	-	-	Audiodisk	22,A01	830; B	-	-	-	-	-	-
The Queen's two bodies : Maria Stuart und Elisabeth I. von Schiller bis Jelinek	-	edited by Elena Agazzi, Gesa Dane and Gaby Pailer	Peter Lang	Bern; Berlin; Bruxelles; New York; Oxford; Warszawa; Wien	2021	-	9783034343220	-	(Broschur : EUR 54.95 (DE), EUR 56.50 (AT), CHF 64.00 (freier Preis))	209 Seiten	-	-	Jahrbuch für internationale Germanistik ; Band 143	-	-	-	Band	22,A01	830	Maria; Elisabeth; Rezeption; Deutsch; Literatur; Schiller, Friedrich	830.935842055	https://d-nb.info/124500705X/04	-	-	-
Chýse v močále	Das verborgene Cottage	Pauline Petersová ; přeložila Dagmar Hoangová	Ikar	Praha	2021	-	9788024944548	Vydání první	(Festeinband)	351 Seiten	21 cm	-	-	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Traja kamaráti	Drei Kameraden	Erich Maria Remarque	Slovenský spisovateľ	Bratislava	2021	-	9788022022880	-	(Festeinband)	383 Seiten	21 cm	-	-	Lizenz des Kurt Desch Verlag, München	-	-	Band	22,A01	830; B	Kraftfahrzeughandwerk; Reparaturwerkstatt; Junger Mann; Liebesbeziehung; Frau; Lungenkrankheit	-	-	-	-	-
Im Licht der Kräfte	-	Gedichte, Aphorismen: Volkmar Schumann ; Gemälde Marcel Schumann	philovo	[Bischofsheim]	2021	-	9783981257427	-	(Festeinband)	125 Seiten	-	-	-	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Im Licht der Kräfte	-	Gedichte, Aphorismen: Volkmar Schumann ; Gemälde Marcel Schumann	philovo	[Bischofsheim]	2021	-	9783981257427	-	(Festeinband)	125 Seiten	-	-	-	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Cikl Saga serebrjanogo mira	MondLichtSaga	Mara Vulʹf	Freedom	Moskva	2021	-	-	Literaturno-chudožestvennoe izdanie	-	-	21 cm	-	Young adult. Nemeckie fėntezi-bestsellery Mary Vulʹf	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Los aromas perdidos	Wilde Lupinen	Charlotte Link ; traducción de Itziar Hernández Rodilla	Grijalbo	Barcelona	2021	-	9788425358364	Primera edición	(Festeinband)	618 Seiten	24 cm	-	-	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
L' héritage de la villa aux étoffes : Roman	Das Erbe der Tuchvilla	Anne Jacobs ; traduit de l'allemand par Corinna Gepner	Charleston	Paris	2021	-	9782368126110	-	(Broschur)	567 Seiten	23 cm	-	-	-	-	-	Band	22,A01	830; B	Familie; Tuchhandel	-	-	-	-	-
De bediende : Roman	Der Gehülfe	Robert Walser ; vertaald uit het Duits en van een nawoord voorzien door Machteld Bokhove	Koppernik	[Amsterdam]	2021	-	9789083089874	-	(Broschur)	283 Seiten	20 cm	-	-	-	-	-	Band	22,A01	830; B	Angestellter	-	-	-	-	-
Mor Courage og barna hennes : en historie fra trettiårskrigen	Mutter Courage und ihre Kinder	Bertolt Brecht ; oversatt av Øyvind Berg	Forlaget Oktober	Oslo	2021	-	9788249524051	Første opplag	(Broschur)	144 Seiten	21 cm	-	-	-	-	-	Band	22,A01	830; B	Dreißigjähriger Krieg	-	-	-	-	-
Captures by your eyes	-	-	beHeartbeat	Köln	2021	-	9783741302633	-	(Broschur)	291 Seiten	19 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01	830; B	-	-	-	-	-	-
Heimat und Gedächtnis heute : Literarische Repräsentationen von Heimat in der aktuellen deutschsprachigen Literatur	-	-	Peter Lang	Bern; Berlin; Bruxelles; New York; Oxford; Warszawa; Wien	2021	-	9783034339902	-	(Broschur: EUR 62.95 (DE), EUR 64.70 (AT), CHF 73.00 (freier Preis))	193 Seiten	23 cm, 298 g	-	Jahrbuch für internationale Germanistik ; Band 142	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01	830	Deutsch; Literatur; Gedächtnis; Heimat	830.93552	https://d-nb.info/1241124183/04	-	-	-
Cikl Saga serebrjanogo mira : Magija lunnogo sveta	MondSilberLicht	Mara Vulʹf	Freedom	Moskva	2021	-	9785041185817	Literaturno-chudožestvennoe izdanie	(Festeinband)	315 Seiten	21 cm	-	Young adult. Nemeckie fėntezi-bestsellery Mary Vulʹf	-	-	-	Band	22,A01	830; B	-	-	https://d-nb.info/1240498454/04	-	-	-
Seat 7A	Flugangst 7A	Sebastian Fitzek ; translated from the German by Steve Anderson	Head of Zeus	London	2021	-	-	-	-	408 Seiten	20 cm	-	-	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Stella	Stella	Takis Würger ; translated from the German by Liesl Schillinger	Grove Press	New York	2021	-	9780802149176	-	(Festeinband)	197 Seiten	22 cm	-	-	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Expedition zum Wort : Evolution des Schreibens : authentische Tagebuch-Eintragungen	-	von Wolfram Stutz	Verlag Leben in der Sprache	Presseck	2021	-	9783949285004; 3949285008	-	(Broschur)	142 Seiten	21 cm	-	-	-	-	-	Band	22,A01	830; B	-	-	https://d-nb.info/1234511495/04	-	-	-
Werke : Der Deutschland-Zyklus	-	Carl Ceiss	Seismocorder Verlag	Berlin	2021	-	9783949364013	Erstausgabe	(Broschur : EUR 29.90)	159 Seiten	18 cm	-	-	-	-	-	Band	22,A01	830; B	-	-	https://d-nb.info/1234427834/04	-	-	-
Werke : Trilogie der Fahrten	-	Carl Ceiss	Seismocorder Verlag	Berlin	2021	-	9783949364044	Erstausgabe	(Broschur : EUR 29.90)	128 Seiten	18 cm	-	-	-	-	-	Band	22,A01	830; B	-	-	https://d-nb.info/1234171619/04	-	-	-
Afsāna-i maigusār-i qiddīs	Das falsche Gewicht(Zusammenstellung)	Yūzif Rūt ; mutarǧim ʿAlī Asadīyān	Našr-i Māhī	Tihrān	2021	-	9789642091843; 9642091844	Čap-i duwwum	(Broschur)	189 Seiten	22 cm	-	-	Enthält 3 Novellen	-	-	Band	22,A01	830; B	-	-	https://d-nb.info/1234071983/04	-	-	-
Oliver - get naked!	-	Alec Xander	X-Scandal Books	[Kamen]	2021	-	9783944672946	Glossy edition, limitierte Auflage	(Broschur)	136 Seiten	19 cm	-	Bad boys ; 1	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Der Fraktal-Zyklus : Entscheidungen : (Bände 5-7)	-	Andreas Suchanek	Greenlight Press	Karlsruhe	2021	-	9783958344488; 3958344488	1. Auflage	(Broschur : EUR 14.90 (DE), EUR 14.90 (AT))	294 Seiten	22 cm, 436 g	-	Heliosphere 2265 ; 2. Andreas Suchanek	-	Erscheint auch als: Druck-Ausgabe	-	Band	22,A01; 21,N47	830; B	-	-	-	-	-	-
Der Fraktal-Zyklus : Dunkle Fragmente : (Bände 1-4)	-	von Andreas Suchanek	Greenlight Press	Karlsruhe	2021	-	9783958344471; 395834447X	1. Auflage	(Broschur : EUR 14.90 (DE), EUR 14.90 (AT))	356 Seiten	22 cm, 525 g	-	Heliosphere 2265 ; 1. Andreas Suchanek	-	Erscheint auch als: Druck-Ausgabe	-	Band	22,A01; 21,N47	830; B	-	-	-	-	-	-
Aus den Jackenflügeln weht der Wind : roter Faden grüne Pflanze	-	Harald A. Finke	hyperzine verlag	Hamburg	2021	-	9783948127169; 3948127166	-	(Broschur : EUR 15.00 (DE), EUR 15.50 (AT))	164 Seiten	21 cm, 280 g	-	-	-	-	-	Band	22,A01; 21,N45	830; B	-	-	https://d-nb.info/1245233963/04	-	-	-
Bayern hat das schlechteste Bier der Welt	-	ein Hopfen-Skandal von Tom Bauer	Verlag Ernst Vögel	Stamsried	2021	-	9783896505224; 389650522X	-	(Broschur : EUR 14.99 (DE), EUR 15.50 (AT))	224 Seiten	21 cm, 297 g	-	-	-	-	-	Band	22,A01; 21,N44	830; B	-	-	-	-	-	-
Flucht aus dem Reich der Mullahs	-	Kurosch Ariamehr	Literareon	München	2021	-	9783831623020; 3831623023	-	(Festeinband : EUR 24.80 (DE), EUR 25.50 (AT))	336 Seiten	22 cm, 592 g	-	-	-	-	-	Band	22,A01; 21,N44	830; B	-	-	https://d-nb.info/1244535753/04	http://deposit.dnb.de/cgi-bin/dokserv?id=47beb1bdbd414e64abef491abf7ec9ab&prov=M&dok_var=1&dok_ext=htm	-	-
Gebrochen! Eiskalte Lust : erotischer SM-Roman	-	Jens Polt	Blue Panther Books	Hamburg	2021	-	9783750702653; 3750702659	1. Auflage, vollständige Taschenbuchausgabe, Originalausgabe	(Broschur  : EUR 12.90 (DE), EUR 13.30 (AT))	223 Seiten	19 cm, 230 g	-	Blue Panther Books Taschenbuch ; Band 2540	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N42	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=edbc5f54d1a047fa99d725e6142c6e3a&prov=M&dok_var=1&dok_ext=htm	-	-
Heimliche Stiefküsse	-	M. Sturm	Cursed Verlag	Taufkirchen	2021	-	9783958233409; 3958233406	Deutsche Erstausgabe	(Broschur : EUR 14.95 (DE), EUR 14.95 (AT))	351 Seiten	19 cm	-	-	-	-	-	Band	22,A01; 21,N42	830; B	-	-	-	-	-	-
Bretonische Flut :  Kommissar Dupins fünfter Fall	Bretonische Flut	Jean-Luc Bannalec ; ungekürzgte Lesung mit Gerd Wameling	Der Audio Verlag	Berlin	2021	-	9783742423610; 3742423614	ungekürzte Lesung	EUR 20.00 (DE) (freier Preis), EUR 20.60 (AT) (freier Preis), CHF 28.90 (freier Preis)	1 CD	-	-	-	-	-	-	Audiodisk	22,A01; 21,N39	830; B	-	-	-	-	-	-
Bretonischer Stolz : Kommissar Dupins vierter Fall	Bretonischer Stolz	Jean-Luc Bannalec ; ungekürzte Lesung mit Gerd Wameling	Der Audio Verlag	Berlin	2021	-	9783742423603; 3742423606	Ungelürzte Lesung	EUR 20.00 (DE) (freier Preis), EUR 20.60 (AT) (freier Preis), CHF 28.90 (freier Preis)	1 CD	-	-	-	-	-	-	Audiodisk	22,A01; 21,N39	830; B	-	-	-	-	-	-
Augenblicke und Wimpernschläge : Gedichte	-	Boris Greff	Treibgut Verlag	[Berlin]	2021	-	9783947674374; 3947674376	1. Auflage	(Festeinband : EUR 18.00 (DE), EUR 18.50 (AT))	103 Seiten	22 cm, 350 g	-	-	-	-	-	Band	22,A01; 21,N39	830; B	-	-	https://d-nb.info/1241564337/04	-	-	-
Bye Bye, Jack : ein Nachkriegsroman	-	Anni Deckner	Zeilenfluss	München	2021	-	9783967141238; 3967141233	-	(Broschur : EUR 12.00 (DE), EUR 12.40 (AT), CHF 21.90 (freier Preis))	274 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N38	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=1f0457466803489bb3c03209a38697e7&prov=M&dok_var=1&dok_ext=htm	-	-
Neumayer : Kriminalroman	-	Klaus Brabänder	Edition Schaumberg	Marpingen	2021	-	9783941095816; 3941095811	1. Auflage	(Broschur : EUR 12.80 (DE), EUR 13.20 (AT))	319 Seiten	21 cm, 340 g	-	-	-	-	-	Band	22,A01; 21,N37	830; B	-	-	-	-	-	-
Simorodok : Roman	-	Paul Glöckner	Edition R.G. Fischer	Frankfurt/Main	2021	-	9783830196303; 383019630X	-	(Broschur : EUR 19.95 (DE), EUR 20.60 (AT))	254 Seiten	21 cm, 372 g	-	-	-	-	-	Band	22,A01; 21,N37	830; B	-	-	-	-	-	-
Übers Jahr im Kastanienbaum : Gedichte	-	Regina Elfryda Braunsdorf	Engelsdorfer Verlag	Leipzig	2021	-	9783969402023; 3969402026	-	(Broschur : EUR 9.40 (DE), EUR 9.70 (AT))	103 Seiten	19 cm	-	-	-	-	-	Band	22,A01; 21,N36	830; B	-	-	https://d-nb.info/1240500858/04	-	-	-
Worte finden - Sinn ergründen : auf der Suche ein Leben lang	-	Volker Bouché	Karl-Lappe Verlag	Greifswald	2021	-	9783947371136; 3947371136	Originalausgabe	(Broschur : EUR 9.95 (DE), EUR 10.30 (AT))	79 Seiten	22 cm, 130 g	-	-	-	-	-	Band	22,A01; 21,N36	830; B	-	-	https://d-nb.info/1240162111/04	-	-	-
Urban fantasy going queer	-	herausgegeben von Aşkın-Hayat Doğan & Sarah Stoffers	Art Skript Phantastik	Salach	2021	-	9783945045541; 3945045541	1. Auflage	(Broschur : EUR 15.00 (DE), EUR 15.50 (AT))	391 Seiten	21 cm, 400 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N35	830; B	-	-	https://d-nb.info/1240011091/04	-	-	-
Das Funkeln der Tage : Gedichte	-	Thomas Peschke	edition fischer	Frankfurt am Main	2021	-	9783864552106; 3864552109	-	(Festeinband : EUR 18.90 (DE), EUR 19.50 (AT))	98 Seiten	22 cm, 284 g	-	-	-	-	-	Band	22,A01; 21,N34	830; B	-	-	https://d-nb.info/1239205538/04	-	-	-
Andante con moto	-	Theodor Strock	August von Goethe Literaturverlag	Frankfurt a.M	2021	-	9783837224863; 3837224864	-	(Broschur : EUR 16.80 (DE), EUR 16.80 (AT))	199 Seiten	21 cm	-	-	-	-	-	Band	22,A01; 21,N33	830; B	-	-	https://d-nb.info/1238983634/04	-	-	-
Die Schattenbrücke - durch Feuer und Fels : Roman	-	E.G. Wolff	Piper	München	2021	-	9783492505352; 349250535X	-	(Broschur : EUR 16.00 (DE), EUR 16.50 (AT), CHF 21.50 (freier Preis))	343 Seiten	19 cm, 319 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N33	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=75f037b813d640fabad3c630d67adf32&prov=M&dok_var=1&dok_ext=htm	-	-
Als die Glocken verstummten : die Reporterin ermittelt	Heldenflucht	Rudi Jagusch	Piper	München	2021	-	9783492503648; 3492503640	Überarbeitete Neuausgabe	(Broschur : EUR 20.00 (DE), EUR 20.60 (AT), CHF 26.90 (freier Preis))	440 Seiten	19 cm, 416 g	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N33	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=39384c80dda447e2a4588e1bde49faee&prov=M&dok_var=1&dok_ext=htm	-	-
Hannah Lambert ermittelt : Gieriges Sylt : Friesenkrimi	-	Thomas Herzberg	Zeilenfluss	München	2021	-	9783967141221; 3967141225	-	(Broschur : EUR 12.00 (DE), EUR 12.40 (AT), CHF 24.00 (freier Preis))	329 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N33	830; B	-	-	-	http://deposit.dnb.de/cgi-bin/dokserv?id=b10fe158c4814fdb821bfb45e64b7522&prov=M&dok_var=1&dok_ext=htm	-	-
#Scheissendreck happens : Realsatire powered by Offenbach	-	Thorsten Fiedler	mainbook Verlag	[Frankfurt am Main]	2021	-	9783948987428; 3948987424	-	(Broschur : EUR 11.00 (DE), EUR 11.40 (AT))	204 Seiten	21 cm	-	-	-	Erscheint auch als: Online-Ausgabe	-	Band	22,A01; 21,N32	830; B	-	-	https://d-nb.info/1238379621/04	-	-	-
Wie die Isarflößer das Surfen erfanden : Münchner neueste Sagen	-	Bastian Mahler	Volk Verlag	München	2021	-	9783862224067; 3862224066	-	(Festeinband : circa EUR 16.00 (DE), circa EUR 16.50 (AT))	136 Seiten	19 cm	-	-	-	-	-	Band	22,A01; 21,N32	830; B	-	-	https://d-nb.info/1238164986/04	-	-	-
Werke	-	Carl Ceiss	Seismocorder Verlag	Berlin	2021	-	-	Erstausgabe	-	Bände	18 cm	-	-	-	-	-	Band	22,A01	830; B	-	-	-	-	-	-
Ich bin und will kein andrer sein : Max Kruse - Gedichte und Auszüge aus seinen Werken	-	herausgegeben von Hans-Heino Ewers	Verlag Sankt Michaelsbund	München	2021	-	9783964110039; 3964110035	1. Auflage	(Broschur : circa EUR 7.90 (DE), circa EUR 8.20 (AT))	63 Seiten	21 cm, 100 g	-	-	-	-	-	Band	22,A01; 21,N31	830; B	-	-	https://d-nb.info/1237771943/04	-	-	-
